FileFormat,CSV
Year,2021
Month,05
Day,03
Hour,18
Minute,48
Second,52
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"2968"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,Temperature,RH,Speed,Direction,Latitude,Longitude,Altitude,gpsalt
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m,m
Data,1332.0, 519.02,-1.23,44.00, 13.02, 12.54, 40.61179,-105.18222,, 5344.9
Data,1333.0, 518.81,-1.24,44.10, 13.98, 12.96, 40.61191,-105.18219,, 5347.4
Data,1334.0, 518.64,-1.24,44.20, 13.65, 10.46, 40.61203,-105.18216,, 5349.5
Data,1335.0, 518.48,-1.24,44.20, 13.64, 14.86, 40.61215,-105.18212,, 5351.2
Data,1337.0, 518.14,-1.26,44.20, 13.34, 13.26, 40.61239,-105.18204,, 5356.1
Data,1338.0, 517.98,-1.28,44.10, 14.19, 15.60, 40.61251,-105.18200,, 5358.9
Data,1339.0, 517.83,-1.28,44.20, 14.25, 11.88, 40.61264,-105.18197,, 5361.0
Data,1340.0, 517.65,-1.37,44.10, 13.53, 14.46, 40.61276,-105.18193,, 5363.4
Data,1341.0, 517.53,-1.38,44.00, 14.05, 15.36, 40.61288,-105.18188,, 5366.2
Data,1342.0, 517.32,-1.42,44.10, 13.85, 11.80, 40.61300,-105.18185,, 5368.6
Data,1343.0, 517.17,-1.47,44.00, 13.49, 14.79, 40.61312,-105.18181,, 5371.1
Data,1344.0, 516.98,-1.48,44.00, 14.26, 15.57, 40.61324,-105.18176,, 5373.5
Data,1345.0, 516.83,-1.48,44.00, 14.05, 12.45, 40.61337,-105.18173,, 5375.9
Data,1346.0, 516.64,-1.50,44.00, 13.95, 15.62, 40.61349,-105.18168,, 5378.3
Data,1347.0, 516.49,-1.53,43.90, 14.67, 15.14, 40.61361,-105.18164,, 5381.2
Data,1348.0, 516.32,-1.53,43.80, 14.24, 13.07, 40.61374,-105.18160,, 5383.9
Data,1349.0, 516.13,-1.56,43.80, 13.60, 15.17, 40.61385,-105.18156,, 5386.1
Data,1350.0, 516.02,-1.59,43.80, 14.08, 15.41, 40.61398,-105.18151,, 5388.7
Data,1352.0, 515.70,-1.60,43.70, 13.32, 15.43, 40.61421,-105.18143,, 5393.0
Data,1353.0, 515.50,-1.65,43.70, 13.88, 17.12, 40.61433,-105.18138,, 5395.6
Data,1354.0, 515.36,-1.65,43.60, 14.36, 14.54, 40.61446,-105.18134,, 5397.6
Data,1355.0, 515.10,-1.67,43.60, 13.43, 15.40, 40.61458,-105.18130,, 5400.4
Data,1356.0, 515.01,-1.68,43.50, 13.47, 18.76, 40.61469,-105.18125,, 5402.2
Data,1357.0, 514.85,-1.66,43.40, 14.08, 17.16, 40.61481,-105.18120,, 5404.3
Data,1358.0, 514.66,-1.67,43.40, 14.06, 14.25, 40.61494,-105.18116,, 5406.3
Data,1359.0, 514.57,-1.68,43.30, 13.44, 15.43, 40.61505,-105.18112,, 5408.1
Data,1360.0, 514.34,-1.72,43.20, 13.59, 18.60, 40.61517,-105.18107,, 5410.5
Data,1361.0, 514.23,-1.74,43.10, 14.19, 18.05, 40.61529,-105.18102,, 5413.2
Data,1362.0, 513.99,-1.75,43.10, 13.48, 16.54, 40.61541,-105.18097,, 5415.8
Data,1363.0, 513.83,-1.80,43.00, 13.31, 18.27, 40.61552,-105.18093,, 5418.5
Data,1364.0, 513.68,-1.82,42.90, 13.73, 19.39, 40.61564,-105.18087,, 5421.4
Data,1365.0, 513.52,-1.83,42.80, 13.65, 17.69, 40.61576,-105.18082,, 5423.9
Data,1366.0, 513.24,-1.86,42.70, 13.19, 18.59, 40.61587,-105.18077,, 5426.6
Data,1367.0, 513.12,-1.90,42.60, 13.36, 19.86, 40.61598,-105.18072,, 5429.2
Data,1368.0, 512.93,-1.91,42.50, 13.64, 19.20, 40.61610,-105.18067,, 5431.7
Data,1369.0, 512.75,-1.97,42.40, 13.32, 17.65, 40.61621,-105.18062,, 5434.2
Data,1370.0, 512.63,-2.01,42.20, 12.90, 19.86, 40.61632,-105.18057,, 5436.5
Data,1371.0, 512.41,-2.02,42.10, 13.78, 21.76, 40.61644,-105.18051,, 5438.9
Data,1372.0, 512.27,-2.06,41.90, 14.39, 19.31, 40.61656,-105.18045,, 5441.3
Data,1373.0, 512.09,-2.07,41.90, 13.51, 19.36, 40.61667,-105.18040,, 5444.0
Data,1374.0, 511.91,-2.11,41.80, 13.29, 23.11, 40.61678,-105.18034,, 5446.3
Data,1375.0, 511.69,-2.13,41.70, 13.39, 22.67, 40.61690,-105.18028,, 5449.3
Data,1376.0, 511.55,-2.20,41.60, 12.82, 19.55, 40.61701,-105.18022,, 5451.9
Data,1377.0, 511.35,-2.23,41.50, 12.37, 23.26, 40.61711,-105.18016,, 5454.5
Data,1378.0, 511.17,-2.24,41.40, 13.23, 25.94, 40.61721,-105.18010,, 5457.4
Data,1379.0, 511.02,-2.26,41.40, 13.74, 21.91, 40.61732,-105.18004,, 5459.8
Data,1380.0, 510.89,-2.28,41.30, 13.29, 21.35, 40.61743,-105.17998,, 5462.4
Data,1381.0, 510.73,-2.30,41.30, 13.72, 22.52, 40.61755,-105.17991,, 5464.9
Data,1382.0, 510.50,-2.39,41.20, 14.38, 20.28, 40.61767,-105.17986,, 5468.2
Data,1383.0, 510.37,-2.41,41.20, 13.44, 20.53, 40.61778,-105.17980,, 5471.0
Data,1384.0, 510.17,-2.44,41.20, 13.45, 22.22, 40.61789,-105.17974,, 5473.3
Data,1385.0, 510.05,-2.50,41.20, 13.38, 18.15, 40.61801,-105.17969,, 5475.9
Data,1386.0, 509.85,-2.56,41.20, 12.36, 20.72, 40.61812,-105.17964,, 5478.4
Data,1387.0, 509.60,-2.60,41.10, 13.32, 23.02, 40.61823,-105.17958,, 5481.5
Data,1388.0, 509.46,-2.64,41.10, 13.21, 20.96, 40.61834,-105.17953,, 5484.1
Data,1389.0, 509.28,-2.72,41.10, 13.28, 24.54, 40.61845,-105.17947,, 5486.4
Data,1390.0, 509.14,-2.81,41.20, 14.32, 19.99, 40.61856,-105.17941,, 5488.8
Data,1391.0, 508.98,-2.87,41.20, 14.33, 23.87, 40.61868,-105.17934,, 5491.5
Data,1392.0, 508.75,-2.89,41.20, 15.24, 22.17, 40.61881,-105.17928,, 5493.9
Data,1393.0, 508.60,-2.93,41.20, 14.47, 26.73, 40.61893,-105.17920,, 5496.6
Data,1394.0, 508.40,-2.96,41.20, 15.16, 24.56, 40.61905,-105.17913,, 5499.3
Data,1395.0, 508.19,-3.00,41.20, 14.38, 26.98, 40.61917,-105.17905,, 5502.4
Data,1396.0, 508.05,-3.02,41.20, 15.18, 25.19, 40.61929,-105.17897,, 5504.6
Data,1397.0, 507.81,-3.08,41.30, 13.87, 28.65, 40.61940,-105.17889,, 5507.4
Data,1398.0, 507.67,-3.07,41.30, 14.40, 26.96, 40.61952,-105.17882,, 5509.6
Data,1399.0, 507.46,-3.13,41.30, 13.32, 28.88, 40.61962,-105.17874,, 5512.2
Data,1400.0, 507.31,-3.14,41.20, 14.31, 26.11, 40.61974,-105.17866,, 5515.3
Data,1401.0, 507.09,-3.20,41.20, 13.24, 28.00, 40.61985,-105.17859,, 5518.2
Data,1402.0, 506.93,-3.20,41.20, 14.33, 26.67, 40.61996,-105.17852,, 5521.1
Data,1403.0, 506.74,-3.25,41.30, 13.67, 27.75, 40.62007,-105.17844,, 5523.4
Data,1404.0, 506.58,-3.26,41.30, 15.06, 27.59, 40.62019,-105.17836,, 5525.4
Data,1405.0, 506.38,-3.28,41.30, 13.92, 26.96, 40.62030,-105.17829,, 5528.2
Data,1406.0, 506.20,-3.32,41.30, 14.36, 30.48, 40.62041,-105.17820,, 5531.2
Data,1407.0, 506.04,-3.33,41.30, 14.01, 27.79, 40.62052,-105.17813,, 5533.6
Data,1408.0, 505.85,-3.37,41.40, 13.97, 31.85, 40.62063,-105.17804,, 5536.2
Data,1409.0, 505.71,-3.38,41.30, 14.47, 29.20, 40.62074,-105.17796,, 5538.6
Data,1410.0, 505.55,-3.41,41.40, 13.66, 30.79, 40.62085,-105.17787,, 5541.3
Data,1411.0, 505.31,-3.44,41.30, 14.24, 31.47, 40.62096,-105.17779,, 5544.3
Data,1412.0, 505.16,-3.46,41.30, 13.48, 30.29, 40.62106,-105.17771,, 5547.2
Data,1413.0, 505.04,-3.49,41.30, 14.47, 32.22, 40.62117,-105.17762,, 5549.6
Data,1414.0, 504.89,-3.52,41.40, 14.70, 28.67, 40.62129,-105.17754,, 5551.8
Data,1415.0, 504.68,-3.55,41.40, 14.43, 32.81, 40.62139,-105.17744,, 5554.3
Data,1416.0, 504.53,-3.56,41.40, 15.13, 31.62, 40.62151,-105.17735,, 5556.8
Data,1417.0, 504.36,-3.58,41.40, 14.41, 29.99, 40.62162,-105.17727,, 5559.1
Data,1418.0, 504.18,-3.62,41.30, 14.73, 32.08, 40.62173,-105.17718,, 5561.8
Data,1419.0, 503.99,-3.64,41.20, 15.02, 28.81, 40.62185,-105.17709,, 5564.2
Data,1420.0, 503.88,-3.71,41.20, 13.98, 31.16, 40.62196,-105.17700,, 5567.2
Data,1421.0, 503.68,-3.72,41.20, 14.71, 30.72, 40.62207,-105.17691,, 5569.7
Data,1422.0, 503.53,-3.75,41.30, 13.87, 28.66, 40.62218,-105.17683,, 5572.3
Data,1423.0, 503.37,-3.78,41.30, 14.47, 31.13, 40.62230,-105.17675,, 5574.7
Data,1424.0, 503.20,-3.82,41.30, 14.35, 28.77, 40.62241,-105.17666,, 5577.4
Data,1425.0, 503.03,-3.85,41.40, 14.19, 33.85, 40.62251,-105.17657,, 5580.6
Data,1426.0, 502.83,-3.86,41.40, 14.59, 30.88, 40.62262,-105.17648,, 5583.4
Data,1427.0, 502.71,-3.85,41.50, 14.00, 33.71, 40.62273,-105.17639,, 5585.8
Data,1428.0, 502.49,-3.85,41.50, 14.48, 31.54, 40.62284,-105.17630,, 5588.0
Data,1429.0, 502.36,-3.89,41.50, 13.10, 33.90, 40.62294,-105.17621,, 5590.5
Data,1430.0, 502.18,-3.87,41.50, 13.96, 36.11, 40.62305,-105.17612,, 5593.4
Data,1431.0, 502.04,-3.90,41.50, 13.58, 33.53, 40.62315,-105.17603,, 5595.4
Data,1432.0, 501.91,-3.89,41.40, 14.09, 36.40, 40.62325,-105.17593,, 5597.4
Data,1433.0, 501.74,-3.89,41.40, 14.18, 32.44, 40.62336,-105.17584,, 5599.3
Data,1434.0, 501.57,-3.91,41.40, 13.59, 34.62, 40.62346,-105.17575,, 5601.6
Data,1435.0, 501.42,-3.93,41.40, 14.38, 34.30, 40.62356,-105.17566,, 5604.3
Data,1436.0, 501.25,-3.94,41.40, 14.10, 30.38, 40.62367,-105.17557,, 5606.7
Data,1437.0, 501.09,-3.96,41.40, 14.21, 33.28, 40.62378,-105.17548,, 5608.8
Data,1438.0, 500.85,-3.97,41.40, 14.90, 31.37, 40.62389,-105.17539,, 5611.8
Data,1439.0, 500.70,-3.96,41.40, 14.13, 32.71, 40.62400,-105.17530,, 5614.6
Data,1440.0, 500.52,-3.98,41.30, 15.01, 34.95, 40.62411,-105.17520,, 5617.3
Data,1441.0, 500.31,-3.99,41.30, 15.16, 31.15, 40.62422,-105.17510,, 5619.9
Data,1442.0, 500.11,-4.01,41.30, 14.28, 33.83, 40.62433,-105.17501,, 5622.8
Data,1443.0, 499.98,-4.02,41.20, 14.73, 35.43, 40.62444,-105.17491,, 5625.4
Data,1444.0, 499.82,-3.99,41.20, 14.34, 34.99, 40.62454,-105.17481,, 5627.5
Data,1445.0, 499.76,-4.03,41.20, 14.38, 40.57, 40.62464,-105.17471,, 5630.1
Data,1446.0, 499.51,-4.01,41.10, 15.05, 39.37, 40.62475,-105.17460,, 5632.6
Data,1447.0, 499.35,-4.03,41.10, 14.14, 39.35, 40.62485,-105.17449,, 5635.3
Data,1448.0, 499.24,-4.05,41.00, 14.51, 41.78, 40.62495,-105.17437,, 5637.6
Data,1449.0, 499.06,-4.05,41.00, 14.81, 38.20, 40.62505,-105.17427,, 5640.2
Data,1450.0, 498.86,-4.08,41.00, 14.28, 39.72, 40.62515,-105.17416,, 5642.9
Data,1451.0, 498.69,-4.07,41.00, 14.75, 39.07, 40.62525,-105.17405,, 5645.8
Data,1452.0, 498.56,-4.08,41.00, 13.94, 36.28, 40.62536,-105.17395,, 5647.9
Data,1453.0, 498.39,-4.11,40.90, 14.16, 40.56, 40.62545,-105.17385,, 5650.0
Data,1454.0, 498.24,-4.13,40.80, 14.88, 37.86, 40.62556,-105.17374,, 5652.4
Data,1455.0, 498.12,-4.12,40.80, 14.14, 38.93, 40.62566,-105.17363,, 5654.7
Data,1456.0, 497.93,-4.17,40.70, 14.39, 39.47, 40.62575,-105.17352,, 5657.6
Data,1457.0, 497.79,-4.18,40.60, 14.23, 35.87, 40.62586,-105.17342,, 5659.7
Data,1458.0, 497.63,-4.20,40.60, 13.61, 37.43, 40.62596,-105.17333,, 5662.2
Data,1459.0, 497.41,-4.21,40.60, 14.34, 38.78, 40.62606,-105.17322,, 5665.3
Data,1460.0, 497.24,-4.21,40.60, 14.29, 35.13, 40.62616,-105.17312,, 5668.0
Data,1461.0, 497.07,-4.21,40.60, 13.52, 36.42, 40.62626,-105.17303,, 5670.6
Data,1462.0, 496.89,-4.21,40.50, 14.13, 39.17, 40.62636,-105.17292,, 5673.2
Data,1463.0, 496.75,-4.22,40.40, 14.36, 36.49, 40.62646,-105.17282,, 5675.7
Data,1464.0, 496.53,-4.27,40.40, 13.36, 36.49, 40.62656,-105.17273,, 5678.5
Data,1465.0, 496.40,-4.24,40.30, 13.37, 39.79, 40.62666,-105.17263,, 5681.0
Data,1466.0, 496.24,-4.23,40.20, 14.04, 38.38, 40.62675,-105.17252,, 5683.6
Data,1467.0, 496.03,-4.24,40.20, 13.67, 36.63, 40.62685,-105.17243,, 5685.7
Data,1468.0, 495.88,-4.26,40.10, 12.88, 38.56, 40.62695,-105.17234,, 5687.6
Data,1469.0, 495.69,-4.23,40.00, 13.51, 39.35, 40.62704,-105.17223,, 5690.0
Data,1470.0, 495.55,-4.24,39.90, 13.98, 36.62, 40.62714,-105.17213,, 5692.2
Data,1471.0, 495.37,-4.26,39.90, 13.33, 35.25, 40.62724,-105.17204,, 5695.0
Data,1472.0, 495.26,-4.26,39.80, 13.25, 38.55, 40.62733,-105.17194,, 5697.4
Data,1473.0, 495.06,-4.22,39.70, 13.97, 39.07, 40.62742,-105.17184,, 5700.1
Data,1474.0, 494.88,-4.28,39.70, 14.14, 36.44, 40.62753,-105.17174,, 5702.5
Data,1475.0, 494.73,-4.28,39.70, 13.38, 36.65, 40.62762,-105.17165,, 5705.3
Data,1476.0, 494.56,-4.28,39.60, 13.19, 39.09, 40.62772,-105.17155,, 5707.7
Data,1477.0, 494.39,-4.27,39.60, 13.98, 39.38, 40.62781,-105.17144,, 5710.6
Data,1478.0, 494.23,-4.28,39.50, 14.20, 36.65, 40.62791,-105.17134,, 5712.9
Data,1479.0, 494.02,-4.27,39.50, 13.14, 38.16, 40.62801,-105.17125,, 5715.7
Data,1480.0, 493.83,-4.27,39.50, 13.39, 40.30, 40.62810,-105.17115,, 5718.1
Data,1481.0, 493.65,-4.26,39.40, 14.06, 39.10, 40.62820,-105.17104,, 5721.0
Data,1482.0, 493.50,-4.26,39.40, 13.89, 36.54, 40.62830,-105.17095,, 5723.3
Data,1483.0, 493.33,-4.24,39.30, 13.22, 39.40, 40.62839,-105.17085,, 5725.8
Data,1484.0, 493.14,-4.24,39.30, 13.53, 40.99, 40.62848,-105.17074,, 5728.3
Data,1485.0, 492.99,-4.26,39.20, 14.06, 37.90, 40.62859,-105.17064,, 5730.8
Data,1486.0, 492.79,-4.28,39.10, 13.37, 36.86, 40.62868,-105.17055,, 5733.5
Data,1487.0, 492.67,-4.26,39.10, 13.52, 40.35, 40.62878,-105.17044,, 5736.2
Data,1488.0, 492.48,-4.20,39.00, 14.08, 39.45, 40.62888,-105.17034,, 5738.6
Data,1489.0, 492.29,-4.20,39.00, 13.86, 37.62, 40.62898,-105.17024,, 5741.3
Data,1490.0, 492.19,-4.20,39.00, 13.84, 40.32, 40.62907,-105.17013,, 5743.6
Data,1491.0, 492.04,-4.18,38.80, 14.58, 41.43, 40.62917,-105.17002,, 5745.9
Data,1492.0, 491.80,-4.17,38.80, 14.33, 40.06, 40.62927,-105.16991,, 5748.2
Data,1493.0, 491.64,-4.19,38.70, 13.34, 41.25, 40.62936,-105.16980,, 5750.7
Data,1494.0, 491.53,-4.21,38.70, 13.54, 41.68, 40.62945,-105.16970,, 5752.8
Data,1495.0, 491.33,-4.21,38.60, 13.69, 39.90, 40.62954,-105.16959,, 5755.3
Data,1496.0, 491.17,-4.23,38.60, 13.11, 38.14, 40.62964,-105.16950,, 5757.8
Data,1497.0, 491.04,-4.22,38.60, 12.57, 41.13, 40.62972,-105.16940,, 5760.2
Data,1498.0, 490.85,-4.21,38.50, 13.19, 42.34, 40.62981,-105.16929,, 5762.7
Data,1499.0, 490.70,-4.21,38.40, 13.65, 39.74, 40.62990,-105.16919,, 5765.4
Data,1500.0, 490.49,-4.20,38.40, 13.36, 38.34, 40.63000,-105.16909,, 5768.0
Data,1501.0, 490.35,-4.22,38.40, 12.77, 39.83, 40.63009,-105.16900,, 5770.1
Data,1502.0, 490.19,-4.22,38.40, 13.30, 40.67, 40.63018,-105.16889,, 5772.6
Data,1503.0, 490.01,-4.21,38.30, 13.89, 38.49, 40.63027,-105.16879,, 5775.5
Data,1504.0, 489.83,-4.21,38.30, 13.59, 36.16, 40.63037,-105.16869,, 5778.3
Data,1505.0, 489.70,-4.20,38.40, 12.85, 38.39, 40.63046,-105.16860,, 5780.7
Data,1506.0, 489.50,-4.18,38.30, 13.45, 40.62, 40.63055,-105.16850,, 5783.2
Data,1507.0, 489.34,-4.19,38.20, 14.06, 38.79, 40.63065,-105.16839,, 5785.8
Data,1508.0, 489.16,-4.18,38.20, 13.45, 37.02, 40.63075,-105.16830,, 5788.3
Data,1509.0, 489.03,-4.15,38.20, 12.80, 39.63, 40.63084,-105.16820,, 5791.1
Data,1510.0, 488.87,-4.12,38.10, 13.38, 40.89, 40.63093,-105.16810,, 5793.8
Data,1511.0, 488.67,-4.14,38.00, 13.57, 37.56, 40.63103,-105.16800,, 5796.4
Data,1512.0, 488.48,-4.15,38.00, 12.87, 37.10, 40.63112,-105.16791,, 5798.9
Data,1513.0, 488.30,-4.17,37.90, 12.62, 39.26, 40.63121,-105.16781,, 5801.8
Data,1514.0, 488.11,-4.16,37.80, 13.27, 39.07, 40.63130,-105.16771,, 5804.8
Data,1515.0, 487.97,-4.20,37.70, 13.60, 36.79, 40.63140,-105.16762,, 5807.2
Data,1517.0, 487.63,-4.27,37.70, 13.03, 40.43, 40.63158,-105.16743,, 5812.8
Data,1518.0, 487.41,-4.27,37.60, 13.78, 37.92, 40.63168,-105.16733,, 5815.8
Data,1519.0, 487.27,-4.30,37.60, 13.57, 35.04, 40.63178,-105.16723,, 5818.2
Data,1520.0, 487.07,-4.30,37.50, 13.49, 37.26, 40.63187,-105.16714,, 5820.1
Data,1521.0, 486.83,-4.35,37.40, 13.71, 36.35, 40.63197,-105.16704,, 5823.7
Data,1522.0, 486.69,-4.36,37.30, 13.54, 33.56, 40.63207,-105.16695,, 5826.3
Data,1523.0, 486.49,-4.37,37.30, 12.81, 34.52, 40.63216,-105.16686,, 5829.2
Data,1524.0, 486.29,-4.41,37.20, 13.17, 36.51, 40.63225,-105.16676,, 5832.4
Data,1525.0, 486.11,-4.44,37.20, 13.59, 34.64, 40.63236,-105.16667,, 5835.4
Data,1526.0, 485.95,-4.44,37.10, 13.15, 32.37, 40.63246,-105.16658,, 5838.0
Data,1527.0, 485.81,-4.46,37.10, 12.86, 34.25, 40.63255,-105.16650,, 5840.6
Data,1528.0, 485.65,-4.48,37.10, 13.57, 34.79, 40.63265,-105.16641,, 5843.9
Data,1529.0, 485.50,-4.50,37.00, 13.75, 32.71, 40.63275,-105.16632,, 5846.6
Data,1530.0, 485.29,-4.51,37.00, 13.40, 31.14, 40.63286,-105.16624,, 5848.7
Data,1531.0, 485.12,-4.52,37.00, 13.00, 33.43, 40.63296,-105.16615,, 5850.6
Data,1532.0, 484.92,-4.57,36.90, 13.57, 35.34, 40.63305,-105.16606,, 5853.8
Data,1533.0, 484.72,-4.59,36.80, 13.91, 34.10, 40.63316,-105.16597,, 5857.0
Data,1534.0, 484.54,-4.62,36.80, 13.39, 32.57, 40.63326,-105.16589,, 5861.0
Data,1535.0, 484.35,-4.63,36.70, 12.84, 35.59, 40.63336,-105.16580,, 5863.7
Data,1536.0, 484.19,-4.64,36.70, 13.06, 36.54, 40.63345,-105.16571,, 5866.5
Data,1537.0, 483.97,-4.68,36.60, 13.40, 33.44, 40.63355,-105.16562,, 5869.1
Data,1538.0, 483.75,-4.73,36.50, 12.42, 31.47, 40.63365,-105.16554,, 5872.2
Data,1539.0, 483.62,-4.73,36.50, 12.00, 33.22, 40.63374,-105.16546,, 5874.4
Data,1540.0, 483.42,-4.73,36.40, 12.67, 34.71, 40.63383,-105.16538,, 5877.1
Data,1541.0, 483.25,-4.73,36.20, 13.16, 32.04, 40.63393,-105.16530,, 5879.7
Data,1542.0, 483.06,-4.78,36.20, 12.72, 30.63, 40.63403,-105.16522,, 5882.6
Data,1543.0, 482.88,-4.81,36.10, 12.25, 33.24, 40.63412,-105.16514,, 5885.5
Data,1544.0, 482.75,-4.85,36.00, 12.63, 34.97, 40.63421,-105.16506,, 5888.1
Data,1545.0, 482.53,-4.86,35.90, 12.69, 34.18, 40.63431,-105.16497,, 5891.2
Data,1546.0, 482.39,-4.88,35.90, 12.68, 33.07, 40.63440,-105.16489,, 5893.6
Data,1547.0, 482.24,-4.88,35.90, 12.02, 33.40, 40.63450,-105.16481,, 5896.0
Data,1548.0, 482.06,-4.88,35.90, 11.95, 34.62, 40.63458,-105.16473,, 5898.8
Data,1549.0, 481.90,-4.88,35.80, 12.33, 35.57, 40.63467,-105.16465,, 5901.5
Data,1550.0, 481.72,-4.89,35.70, 12.74, 34.09, 40.63477,-105.16456,, 5903.9
Data,1551.0, 481.54,-4.92,35.70, 12.58, 31.52, 40.63486,-105.16448,, 5906.9
Data,1552.0, 481.41,-4.92,35.70, 12.29, 29.82, 40.63496,-105.16441,, 5909.4
Data,1553.0, 481.23,-4.92,35.70, 12.12, 31.76, 40.63505,-105.16434,, 5911.7
Data,1554.0, 481.06,-4.91,35.70, 12.63, 34.40, 40.63514,-105.16425,, 5914.7
Data,1555.0, 480.90,-4.90,35.60, 13.52, 36.25, 40.63524,-105.16416,, 5917.4
Data,1556.0, 480.70,-4.93,35.60, 13.83, 36.22, 40.63534,-105.16406,, 5920.0
Data,1557.0, 480.59,-4.92,35.60, 12.36, 33.07, 40.63544,-105.16398,, 5922.5
Data,1558.0, 480.40,-4.93,35.60, 12.68, 33.71, 40.63553,-105.16390,, 5925.1
Data,1559.0, 480.21,-4.93,35.60, 12.23, 34.24, 40.63562,-105.16382,, 5927.3
Data,1560.0, 480.03,-4.96,35.60, 11.79, 34.77, 40.63571,-105.16374,, 5929.8
Data,1561.0, 479.88,-4.98,35.60, 11.64, 34.63, 40.63579,-105.16367,, 5931.2
Data,1562.0, 479.73,-4.93,35.70, 11.80, 35.00, 40.63588,-105.16359,, 5933.3
Data,1563.0, 479.60,-4.93,35.70, 12.05, 35.58, 40.63596,-105.16350,, 5935.8
Data,1564.0, 479.42,-4.89,35.70, 12.54, 35.52, 40.63605,-105.16342,, 5938.3
Data,1565.0, 479.23,-4.90,35.70, 12.73, 33.21, 40.63615,-105.16334,, 5941.1
Data,1566.0, 479.12,-4.87,35.70, 12.86, 31.19, 40.63625,-105.16325,, 5943.6
Data,1567.0, 478.92,-4.89,35.60, 12.88, 31.24, 40.63635,-105.16318,, 5946.6
Data,1568.0, 478.79,-4.90,35.60, 12.72, 30.63, 40.63645,-105.16310,, 5949.0
Data,1569.0, 478.66,-4.89,35.70, 11.94, 29.70, 40.63654,-105.16304,, 5951.9
Data,1570.0, 478.52,-4.89,35.60, 11.61, 32.13, 40.63663,-105.16297,, 5954.5
Data,1571.0, 478.30,-4.89,35.60, 11.64, 34.84, 40.63671,-105.16288,, 5957.2
Data,1572.0, 478.11,-4.93,35.50, 11.84, 36.36, 40.63680,-105.16280,, 5959.8
Data,1573.0, 477.95,-4.94,35.50, 11.89, 34.52, 40.63688,-105.16272,, 5962.8
Data,1574.0, 477.80,-4.96,35.40, 11.83, 32.50, 40.63697,-105.16264,, 5965.4
Data,1575.0, 477.57,-4.96,35.40, 11.76, 32.07, 40.63706,-105.16257,, 5967.5
Data,1576.0, 477.41,-5.00,35.30, 11.34, 33.72, 40.63715,-105.16250,, 5970.2
Data,1577.0, 477.32,-5.04,35.30, 11.26, 35.03, 40.63723,-105.16242,, 5972.6
Data,1578.0, 477.13,-5.05,35.20, 11.31, 36.75, 40.63731,-105.16234,, 5975.0
Data,1579.0, 476.93,-5.08,35.20, 11.86, 36.53, 40.63740,-105.16226,, 5977.7
Data,1580.0, 476.75,-5.14,35.20, 12.19, 35.01, 40.63749,-105.16218,, 5980.7
Data,1581.0, 476.56,-5.19,35.20, 12.01, 32.09, 40.63758,-105.16210,, 5983.4
Data,1582.0, 476.41,-5.23,35.30, 11.54, 31.62, 40.63767,-105.16203,, 5986.3
Data,1583.0, 476.21,-5.27,35.30, 11.72, 34.42, 40.63775,-105.16195,, 5989.1
Data,1584.0, 476.06,-5.27,35.30, 11.93, 35.58, 40.63784,-105.16187,, 5991.8
Data,1585.0, 475.89,-5.31,35.30, 12.15, 33.69, 40.63793,-105.16179,, 5994.3
Data,1586.0, 475.75,-5.32,35.30, 12.24, 32.08, 40.63803,-105.16171,, 5997.2
Data,1587.0, 475.56,-5.32,35.40, 11.86, 31.94, 40.63812,-105.16164,, 5999.8
Data,1588.0, 475.40,-5.31,35.40, 11.59, 33.90, 40.63820,-105.16156,, 6002.3
Data,1589.0, 475.24,-5.32,35.40, 11.59, 35.32, 40.63829,-105.16149,, 6004.5
Data,1590.0, 475.13,-5.30,35.40, 12.13, 34.70, 40.63838,-105.16140,, 6007.0
Data,1591.0, 474.93,-5.31,35.40, 12.36, 32.80, 40.63847,-105.16133,, 6009.4
Data,1592.0, 474.81,-5.30,35.50, 11.80, 33.13, 40.63856,-105.16125,, 6011.8
Data,1593.0, 474.58,-5.25,35.50, 11.63, 34.71, 40.63865,-105.16117,, 6014.6
Data,1594.0, 474.42,-5.26,35.50, 11.96, 35.14, 40.63873,-105.16109,, 6017.3
Data,1595.0, 474.26,-5.24,35.40, 12.61, 34.50, 40.63883,-105.16101,, 6020.0
Data,1596.0, 474.12,-5.25,35.40, 12.65, 32.90, 40.63892,-105.16093,, 6022.1
Data,1597.0, 473.97,-5.24,35.40, 12.22, 32.98, 40.63902,-105.16085,, 6024.2
Data,1598.0, 473.83,-5.26,35.30, 12.29, 34.07, 40.63910,-105.16077,, 6027.0
Data,1599.0, 473.66,-5.29,35.30, 12.59, 35.57, 40.63919,-105.16068,, 6029.3
Data,1600.0, 473.48,-5.29,35.20, 12.74, 35.01, 40.63929,-105.16059,, 6032.5
Data,1601.0, 473.28,-5.31,35.10, 12.54, 32.64, 40.63939,-105.16051,, 6035.6
Data,1602.0, 473.10,-5.32,35.10, 12.18, 31.96, 40.63948,-105.16043,, 6038.0
Data,1603.0, 472.98,-5.33,35.10, 11.87, 33.71, 40.63957,-105.16036,, 6040.3
