FileFormat,CSV
Data,2870.0,204.77,-40.14,11.47,12.56,139.80,40.56224,-104.93655,12652.4,12449.8,-59.99,-8.11,9.59,3.64
Data,2871.0,204.66,-40.17,11.42,12.52,139.75,40.56214,-104.93646,12656.1,12453.8,-60.05,-8.09,9.55,3.61
Data,2872.0,204.55,-40.20,11.38,12.47,139.69,40.56206,-104.93637,12659.7,12457.0,-60.11,-8.07,9.51,3.58
Data,2873.0,204.45,-40.23,11.32,12.43,139.63,40.56198,-104.93627,12663.2,12460.8,-60.18,-8.05,9.47,3.59
Data,2874.0,204.34,-40.26,11.27,12.39,139.59,40.56190,-104.93618,12666.7,12463.8,-60.24,-8.03,9.43,3.64
Data,2875.0,204.23,-40.29,11.23,12.35,139.58,40.56182,-104.93608,12670.3,12467.8,-60.30,-8.00,9.40,3.72
Data,2876.0,204.12,-40.33,11.18,12.31,139.60,40.56175,-104.93598,12674.1,12471.0,-60.36,-7.98,9.38,3.83
Data,2877.0,204.00,-40.36,11.12,12.28,139.66,40.56167,-104.93588,12678.0,12474.1,-60.43,-7.95,9.36,3.89
Data,2878.0,203.88,-40.40,11.08,12.26,139.74,40.56159,-104.93579,12682.0,12477.6,-60.50,-7.93,9.36,3.89
Data,2879.0,203.76,-40.44,11.02,12.25,139.83,40.56150,-104.93570,12686.1,12481.8,-60.57,-7.90,9.36,3.83
Data,2880.0,203.65,-40.46,10.97,12.24,139.93,40.56140,-104.93562,12689.8,12486.7,-60.63,-7.88,9.37,3.72
Data,2881.0,203.54,-40.48,10.93,12.24,140.02,40.56132,-104.93553,12693.4,12488.6,-60.68,-7.86,9.38,3.65
Data,2882.0,203.44,-40.50,10.90,12.24,140.12,40.56123,-104.93544,12696.8,12491.9,-60.72,-7.85,9.39,3.67
Data,2883.0,203.33,-40.52,10.87,12.24,140.22,40.56114,-104.93535,12700.5,12495.4,-60.76,-7.83,9.41,3.74
Data,2884.0,203.22,-40.54,10.80,12.25,140.33,40.56106,-104.93525,12704.3,12498.8,-60.83,-7.82,9.43,3.85
Data,2885.0,203.10,-40.56,10.73,12.26,140.46,40.56097,-104.93515,12708.3,12503.1,-60.90,-7.80,9.45,3.93
Data,2886.0,202.98,-40.59,10.67,12.27,140.61,40.56089,-104.93505,12712.3,12506.8,-60.97,-7.79,9.48,3.93
Data,2887.0,202.86,-40.62,10.62,12.29,140.78,40.56082,-104.93496,12716.3,12509.7,-61.03,-7.77,9.52,3.88
Data,2888.0,202.75,-40.65,10.58,12.31,140.96,40.56073,-104.93487,12720.1,12513.3,-61.09,-7.75,9.56,3.77
Data,2889.0,202.64,-40.68,10.53,12.33,141.14,40.56064,-104.93478,12723.8,12516.6,-61.15,-7.74,9.60,3.64
Data,2890.0,202.53,-40.70,10.47,12.35,141.31,40.56055,-104.93470,12727.4,12520.0,-61.21,-7.72,9.64,3.52
Data,2891.0,202.43,-40.72,10.42,12.38,141.45,40.56045,-104.93461,12730.8,12524.0,-61.27,-7.71,9.68,3.42
Data,2892.0,202.33,-40.74,10.38,12.40,141.56,40.56036,-104.93453,12734.1,12527.3,-61.32,-7.71,9.71,3.36
Data,2893.0,202.23,-40.76,10.32,12.42,141.65,40.56026,-104.93444,12737.5,12531.8,-61.38,-7.70,9.74,3.34
Data,2894.0,202.13,-40.78,10.27,12.43,141.72,40.56017,-104.93435,12740.8,12535.9,-61.44,-7.70,9.76,3.35
Data,2895.0,202.03,-40.80,10.23,12.45,141.78,40.56009,-104.93426,12744.2,12539.9,-61.49,-7.70,9.78,3.40
Data,2896.0,201.93,-40.82,10.18,12.46,141.84,40.56001,-104.93416,12747.6,12542.9,-61.55,-7.70,9.80,3.45
Data,2897.0,201.83,-40.84,10.12,12.47,141.91,40.55992,-104.93406,12751.1,12546.8,-61.62,-7.69,9.81,3.51
Data,2898.0,201.72,-40.88,10.08,12.48,141.97,40.55984,-104.93397,12754.6,12550.0,-61.68,-7.69,9.83,3.56
Data,2899.0,201.61,-40.91,10.03,12.49,142.03,40.55976,-104.93389,12758.2,12552.4,-61.76,-7.68,9.85,3.57
Data,2900.0,201.51,-40.95,9.97,12.50,142.08,40.55967,-104.93380,12761.9,12555.8,-61.83,-7.68,9.86,3.53
Data,2901.0,201.40,-40.99,9.92,12.50,142.11,40.55957,-104.93371,12765.4,12559.0,-61.90,-7.67,9.86,3.48
Data,2902.0,201.30,-41.02,9.87,12.49,142.12,40.55948,-104.93363,12768.8,12562.9,-61.97,-7.67,9.86,3.44
Data,2903.0,201.20,-41.05,9.83,12.49,142.11,40.55939,-104.93354,12772.2,12566.5,-62.03,-7.67,9.85,3.43
Data,2904.0,201.10,-41.08,9.80,12.47,142.09,40.55929,-104.93346,12775.5,12571.3,-62.08,-7.66,9.84,3.47
Data,2905.0,201.00,-41.11,9.77,12.45,142.07,40.55920,-104.93337,12779.1,12574.5,-62.13,-7.65,9.82,3.54
Data,2906.0,200.89,-41.15,9.73,12.42,142.06,40.55912,-104.93327,12782.7,12578.9,-62.20,-7.64,9.80,3.62
Data,2907.0,200.78,-41.18,9.68,12.39,142.07,40.55903,-104.93317,12786.3,12582.9,-62.27,-7.61,9.77,3.70
Data,2908.0,200.67,-41.21,9.63,12.35,142.13,40.55895,-104.93307,12790.0,12586.8,-62.34,-7.58,9.75,3.74
Data,2909.0,200.56,-41.23,9.60,12.30,142.24,40.55886,-104.93297,12793.8,12589.9,-62.38,-7.53,9.73,3.75
Data,2910.0,200.44,-41.25,9.57,12.26,142.38,40.55878,-104.93287,12797.7,12593.2,-62.42,-7.48,9.71,3.69
Data,2911.0,200.34,-41.27,9.53,12.21,142.54,40.55869,-104.93278,12801.4,12596.8,-62.47,-7.42,9.69,3.58
Data,2912.0,200.23,-41.29,9.50,12.16,142.71,40.55860,-104.93270,12804.8,12599.0,-62.51,-7.37,9.68,3.49
Data,2913.0,200.14,-41.31,9.47,12.12,142.88,40.55851,-104.93262,12808.2,12601.2,-62.55,-7.31,9.66,3.43
Data,2914.0,200.04,-41.33,9.43,12.08,143.02,40.55842,-104.93255,12811.5,12605.4,-62.60,-7.27,9.65,3.44
Data,2915.0,199.94,-41.35,9.40,12.04,143.13,40.55833,-104.93247,12815.0,12608.4,-62.64,-7.23,9.64,3.51
Data,2916.0,199.83,-41.37,9.37,12.02,143.22,40.55824,-104.93239,12818.5,12611.3,-62.69,-7.20,9.63,3.56
Data,2917.0,199.72,-41.40,9.32,12.00,143.28,40.55816,-104.93231,12822.2,12613.4,-62.75,-7.18,9.62,3.60
Data,2918.0,199.61,-41.44,9.28,11.99,143.34,40.55807,-104.93223,12825.9,12616.7,-62.83,-7.16,9.62,3.58
Data,2919.0,199.51,-41.47,9.23,11.98,143.40,40.55799,-104.93214,12829.5,12620.6,-62.90,-7.14,9.62,3.51
Data,2920.0,199.41,-41.51,9.20,11.97,143.47,40.55790,-104.93204,12832.9,12624.5,-62.95,-7.13,9.62,3.43
Data,2921.0,199.31,-41.53,9.17,11.97,143.56,40.55781,-104.93194,12836.3,12627.6,-63.00,-7.11,9.63,3.36
Data,2922.0,199.21,-41.55,9.13,11.96,143.66,40.55771,-104.93185,12839.6,12632.3,-63.05,-7.09,9.64,3.32
Data,2923.0,199.11,-41.55,9.10,11.96,143.76,40.55762,-104.93177,12842.9,12636.6,-63.07,-7.07,9.64,3.32
Data,2924.0,199.02,-41.55,9.10,11.95,143.86,40.55754,-104.93171,12846.2,12639.5,-63.08,-7.05,9.65,3.36
Data,2925.0,198.92,-41.54,9.07,11.95,143.95,40.55746,-104.93164,12849.5,12642.2,-63.10,-7.03,9.67,3.42
Data,2926.0,198.82,-41.54,9.03,11.96,144.04,40.55737,-104.93157,12853.0,12645.4,-63.13,-7.02,9.68,3.49
Data,2927.0,198.71,-41.53,9.00,11.96,144.12,40.55729,-104.93150,12856.5,12649.5,-63.15,-7.01,9.69,3.55
Data,2928.0,198.61,-41.53,9.00,11.97,144.21,40.55720,-104.93141,12860.2,12652.4,-63.15,-7.00,9.71,3.57
Data,2929.0,198.50,-41.54,9.00,11.98,144.33,40.55711,-104.93131,12863.8,12656.0,-63.16,-6.98,9.73,3.55
Data,2930.0,198.40,-41.55,8.97,11.97,144.47,40.55702,-104.93121,12867.4,12660.1,-63.19,-6.96,9.74,3.50
Data,2931.0,198.30,-41.58,8.93,11.97,144.63,40.55693,-104.93111,12870.8,12663.4,-63.25,-6.93,9.76,3.46
Data,2932.0,198.20,-41.61,8.87,11.96,144.80,40.55684,-104.93103,12874.2,12667.0,-63.33,-6.89,9.77,3.45
Data,2933.0,198.10,-41.64,8.82,11.94,144.97,40.55675,-104.93096,12877.6,12670.3,-63.40,-6.86,9.78,3.49
Data,2934.0,197.99,-41.67,8.80,11.93,145.13,40.55666,-104.93089,12881.1,12672.7,-63.44,-6.82,9.79,3.56
Data,2935.0,197.89,-41.70,8.80,11.92,145.27,40.55657,-104.93082,12884.7,12676.8,-63.47,-6.79,9.80,3.65
Data,2936.0,197.78,-41.73,8.77,11.92,145.39,40.55649,-104.93075,12888.4,12680.1,-63.52,-6.77,9.81,3.74
Data,2937.0,197.67,-41.75,8.73,11.92,145.50,40.55640,-104.93067,12892.2,12684.8,-63.58,-6.75,9.82,3.82
Data,2938.0,197.56,-41.78,8.70,11.92,145.61,40.55631,-104.93058,12896.1,12687.7,-63.63,-6.73,9.83,3.89
Data,2939.0,197.44,-41.81,8.67,11.92,145.71,40.55622,-104.93050,12900.0,12691.5,-63.68,-6.71,9.84,3.93
Data,2940.0,197.33,-41.84,8.63,11.91,145.81,40.55613,-104.93041,12904.0,12695.9,-63.74,-6.70,9.86,3.94
Data,2941.0,197.21,-41.87,8.60,11.91,145.91,40.55604,-104.93032,12907.9,12700.1,-63.80,-6.68,9.86,3.90
Data,2942.0,197.10,-41.90,8.57,11.90,145.99,40.55595,-104.93024,12911.8,12703.8,-63.84,-6.66,9.87,3.85
Data,2943.0,196.99,-41.92,8.53,11.90,146.04,40.55585,-104.93017,12915.6,12710.0,-63.91,-6.65,9.87,3.79
Data,2944.0,196.88,-41.96,8.50,11.89,146.06,40.55576,-104.93009,12919.3,12713.8,-63.96,-6.64,9.86,3.75
Data,2945.0,196.77,-42.00,8.47,11.89,146.04,40.55567,-104.93002,12923.0,12717.3,-64.02,-6.64,9.86,3.73
Data,2946.0,196.66,-42.04,8.43,11.89,145.98,40.55558,-104.92995,12926.7,12721.5,-64.09,-6.65,9.85,3.72
Data,2947.0,196.56,-42.07,8.40,11.89,145.89,40.55549,-104.92989,12930.5,12727.4,-64.15,-6.67,9.85,3.71
Data,2948.0,196.45,-42.11,8.40,11.91,145.77,40.55541,-104.92982,12934.2,12729.9,-64.18,-6.70,9.84,3.69
Data,2949.0,196.34,-42.14,8.37,11.93,145.63,40.55532,-104.92974,12937.9,12733.7,-64.23,-6.73,9.85,3.64
Data,2950.0,196.23,-42.17,8.33,11.95,145.49,40.55523,-104.92965,12941.6,12736.2,-64.30,-6.77,9.85,3.58
Data,2951.0,196.13,-42.21,8.30,11.97,145.35,40.55513,-104.92956,12945.1,12738.5,-64.36,-6.81,9.85,3.53
Data,2952.0,196.03,-42.25,8.27,11.99,145.24,40.55504,-104.92947,12948.6,12741.5,-64.42,-6.83,9.85,3.49
Data,2953.0,195.93,-42.28,8.23,12.00,145.16,40.55495,-104.92937,12952.0,12744.7,-64.49,-6.86,9.85,3.49
Data,2954.0,195.83,-42.32,8.20,12.01,145.13,40.55486,-104.92928,12955.5,12749.0,-64.55,-6.87,9.85,3.52
Data,2955.0,195.73,-42.36,8.17,12.02,145.13,40.55478,-104.92919,12959.0,12751.7,-64.61,-6.87,9.86,3.56
Data,2956.0,195.62,-42.40,8.13,12.02,145.18,40.55469,-104.92911,12962.6,12755.3,-64.68,-6.86,9.87,3.59
Data,2957.0,195.52,-42.44,8.10,12.02,145.25,40.55460,-104.92903,12966.3,12758.7,-64.74,-6.85,9.88,3.61
Data,2958.0,195.41,-42.47,8.10,12.02,145.35,40.55451,-104.92894,12969.9,12761.8,-64.78,-6.83,9.89,3.60
Data,2959.0,195.31,-42.51,8.07,12.01,145.45,40.55441,-104.92886,12973.6,12765.1,-64.83,-6.81,9.89,3.59
Data,2960.0,195.20,-42.53,8.03,12.01,145.55,40.55432,-104.92878,12977.1,12768.4,-64.89,-6.79,9.90,3.57
Data,2961.0,195.10,-42.56,8.00,12.00,145.63,40.55423,-104.92871,12980.6,12772.5,-64.94,-6.78,9.91,3.60
Data,2962.0,195.00,-42.58,7.97,12.00,145.71,40.55414,-104.92864,12984.1,12776.0,-64.99,-6.76,9.92,3.65
Data,2963.0,194.90,-42.60,7.93,12.00,145.76,40.55405,-104.92856,12987.8,12779.3,-65.05,-6.75,9.92,3.70
Data,2964.0,194.79,-42.61,7.90,12.00,145.80,40.55396,-104.92848,12991.6,12783.0,-65.09,-6.74,9.93,3.74
Data,2965.0,194.67,-42.62,7.90,12.00,145.83,40.55387,-104.92840,12995.5,12786.7,-65.09,-6.74,9.93,3.71
Data,2966.0,194.57,-42.63,7.90,12.00,145.85,40.55378,-104.92832,12999.2,12791.2,-65.09,-6.74,9.93,3.63
Data,2967.0,194.46,-42.63,7.90,12.01,145.86,40.55369,-104.92824,13002.7,12795.2,-65.10,-6.74,9.94,3.54
Data,2968.0,194.37,-42.63,7.87,12.02,145.88,40.55359,-104.92815,13006.2,12799.5,-65.12,-6.74,9.95,3.47
Data,2969.0,194.27,-42.63,7.83,12.03,145.90,40.55350,-104.92807,13009.6,12803.4,-65.17,-6.74,9.96,3.45
Data,2970.0,194.17,-42.63,7.80,12.04,145.92,40.55341,-104.92799,13013.0,12806.2,-65.20,-6.75,9.97,3.47
Data,2971.0,194.07,-42.64,7.80,12.06,145.95,40.55333,-104.92791,13016.5,12809.0,-65.21,-6.75,10.00,3.50
Data,2972.0,193.97,-42.65,7.80,12.10,145.99,40.55325,-104.92783,13020.0,12811.1,-65.22,-6.77,10.03,3.54
Data,2973.0,193.86,-42.65,7.77,12.14,146.04,40.55316,-104.92775,13023.6,12814.8,-65.25,-6.78,10.07,3.56
Data,2974.0,193.76,-42.66,7.73,12.19,146.09,40.55308,-104.92768,13027.2,12817.3,-65.30,-6.80,10.12,3.55
Data,2975.0,193.66,-42.67,7.70,12.25,146.16,40.55299,-104.92760,13030.8,12821.1,-65.33,-6.82,10.18,3.52
Data,2976.0,193.56,-42.68,7.70,12.32,146.24,40.55289,-104.92752,13034.3,12824.5,-65.35,-6.85,10.24,3.47
Data,2977.0,193.46,-42.69,7.67,12.39,146.33,40.55280,-104.92744,13037.7,12828.5,-65.38,-6.87,10.31,3.45
Data,2978.0,193.36,-42.70,7.63,12.47,146.44,40.55271,-104.92735,13041.1,12830.5,-65.44,-6.89,10.39,3.45
Data,2979.0,193.26,-42.71,7.60,12.54,146.56,40.55262,-104.92726,13044.5,12834.1,-65.47,-6.91,10.47,3.46
Data,2980.0,193.16,-42.71,7.60,12.62,146.70,40.55251,-104.92717,13048.0,12838.9,-65.47,-6.93,10.54,3.50
Data,2981.0,193.06,-42.71,7.60,12.68,146.84,40.55241,-104.92708,13051.6,12842.0,-65.48,-6.94,10.62,3.52
Data,2982.0,192.96,-42.72,7.57,12.75,146.98,40.55231,-104.92700,13055.1,12845.6,-65.51,-6.95,10.69,3.53
Data,2983.0,192.86,-42.73,7.53,12.80,147.11,40.55221,-104.92692,13058.7,12850.2,-65.56,-6.95,10.75,3.54
Data,2984.0,192.76,-42.75,7.50,12.86,147.22,40.55212,-104.92685,13062.2,12853.0,-65.61,-6.96,10.81,3.55
Data,2985.0,192.66,-42.79,7.47,12.91,147.33,40.55201,-104.92677,13065.7,12856.8,-65.67,-6.97,10.87,3.57
Data,2986.0,192.56,-42.82,7.43,12.96,147.44,40.55191,-104.92668,13069.3,12859.9,-65.74,-6.98,10.93,3.60
Data,2987.0,192.45,-42.85,7.40,13.02,147.54,40.55182,-104.92660,13072.9,12863.6,-65.79,-6.99,10.98,3.65
Data,2988.0,192.35,-42.88,7.40,13.07,147.65,40.55173,-104.92652,13076.6,12866.9,-65.83,-6.99,11.04,3.70
Data,2989.0,192.24,-42.92,7.37,13.12,147.78,40.55163,-104.92643,13080.3,12871.6,-65.88,-6.99,11.10,3.74
Data,2990.0,192.13,-42.96,7.33,13.16,147.91,40.55153,-104.92633,13084.1,12875.9,-65.96,-6.99,11.15,3.76
Data,2991.0,192.03,-43.01,7.30,13.20,148.04,40.55142,-104.92624,13087.9,12880.1,-66.03,-6.99,11.20,3.76
Data,2992.0,191.92,-43.06,7.27,13.24,148.18,40.55132,-104.92617,13091.6,12883.5,-66.10,-6.98,11.25,3.75
Data,2993.0,191.81,-43.10,7.23,13.27,148.31,40.55121,-104.92609,13095.3,12887.0,-66.19,-6.97,11.29,3.75
Data,2994.0,191.71,-43.14,7.20,13.29,148.43,40.55111,-104.92601,13099.0,12890.1,-66.25,-6.96,11.33,3.77
Data,2995.0,191.60,-43.17,7.17,13.32,148.56,40.55101,-104.92593,13102.7,12893.1,-66.31,-6.95,11.37,3.80
Data,2996.0,191.49,-43.19,7.13,13.35,148.68,40.55091,-104.92584,13106.6,12896.0,-66.37,-6.94,11.40,3.81
Data,2997.0,191.38,-43.21,7.10,13.38,148.81,40.55080,-104.92576,13110.5,12899.8,-66.42,-6.93,11.44,3.78
Data,2998.0,191.27,-43.24,7.10,13.41,148.95,40.55071,-104.92568,13114.4,12903.2,-66.45,-6.91,11.49,3.68
Data,2999.0,191.17,-43.28,7.07,13.44,149.10,40.55061,-104.92560,13118.0,12907.8,-66.51,-6.90,11.53,3.56
Data,3000.0,191.07,-43.32,7.03,13.47,149.26,40.55050,-104.92552,13121.4,12911.5,-66.58,-6.89,11.58,3.49
Data,3001.0,190.98,-43.36,7.00,13.51,149.43,40.55039,-104.92545,13124.8,12916.1,-66.66,-6.87,11.63,3.48
Data,3002.0,190.88,-43.40,6.97,13.54,149.61,40.55029,-104.92536,13128.2,12918.3,-66.72,-6.85,11.68,3.54
Data,3003.0,190.78,-43.43,6.93,13.57,149.80,40.55019,-104.92528,13131.8,12922.1,-66.79,-6.83,11.73,3.64
Data,3004.0,190.67,-43.45,6.90,13.61,150.01,40.55008,-104.92520,13135.6,12925.2,-66.84,-6.80,11.78,3.72
Data,3005.0,190.56,-43.46,6.90,13.63,150.22,40.54998,-104.92512,13139.4,12928.1,-66.85,-6.77,11.83,3.76
Data,3006.0,190.45,-43.45,6.90,13.65,150.45,40.54987,-104.92503,13143.2,12931.5,-66.84,-6.73,11.88,3.76
Data,3007.0,190.35,-43.44,6.90,13.67,150.68,40.54976,-104.92494,13147.0,12935.1,-66.82,-6.69,11.92,3.73
Data,3008.0,190.24,-43.42,6.90,13.68,150.91,40.54965,-104.92486,13150.6,12938.3,-66.82,-6.65,11.96,3.70
Data,3009.0,190.14,-43.41,6.87,13.69,151.13,40.54954,-104.92479,13154.3,12942.0,-66.84,-6.61,11.99,3.70
Data,3010.0,190.04,-43.41,6.83,13.69,151.33,40.54944,-104.92472,13158.0,12945.2,-66.88,-6.57,12.01,3.74
Data,3011.0,189.93,-43.42,6.80,13.69,151.49,40.54933,-104.92464,13161.7,12948.6,-66.92,-6.53,12.03,3.81
Data,3012.0,189.82,-43.45,6.80,13.68,151.63,40.54922,-104.92457,13165.5,12952.6,-66.95,-6.50,12.04,3.88
Data,3013.0,189.71,-43.48,6.77,13.68,151.73,40.54911,-104.92450,13169.5,12957.1,-67.01,-6.48,12.05,3.94
Data,3014.0,189.60,-43.51,6.73,13.67,151.80,40.54901,-104.92442,13173.5,12961.1,-67.08,-6.46,12.05,3.96
Data,3015.0,189.48,-43.54,6.70,13.66,151.85,40.54891,-104.92435,13177.5,12964.7,-67.13,-6.45,12.05,3.94
Data,3016.0,189.37,-43.56,6.70,13.66,151.88,40.54880,-104.92428,13181.4,12969.2,-67.16,-6.44,12.04,3.91
Data,3017.0,189.27,-43.57,6.67,13.65,151.91,40.54870,-104.92420,13185.2,12972.6,-67.20,-6.43,12.04,3.87
Data,3018.0,189.16,-43.59,6.63,13.63,151.93,40.54859,-104.92411,13189.0,12976.2,-67.26,-6.42,12.03,3.83
Data,3019.0,189.05,-43.60,6.60,13.61,151.95,40.54849,-104.92403,13192.9,12979.8,-67.30,-6.40,12.01,3.81
Data,3020.0,188.94,-43.61,6.60,13.59,151.98,40.54839,-104.92395,13196.7,12981.2,-67.32,-6.38,12.00,3.77
Data,3021.0,188.84,-43.63,6.58,13.56,152.02,40.54828,-104.92388,13200.5,12984.5,-67.35,-6.36,11.98,3.70
Data,3023.0,188.63,-43.67,6.52,13.50,152.09,40.54806,-104.92373,13207.8,12990.7,-67.46,-6.32,11.93,3.50
Data,3024.0,188.53,-43.71,6.50,13.45,152.13,40.54794,-104.92365,13211.3,12994.8,-67.51,-6.29,11.89,3.41
Data,3025.0,188.44,-43.74,6.50,13.41,152.17,40.54783,-104.92359,13214.6,12998.9,-67.54,-6.26,11.86,3.37
Data,3026.0,188.35,-43.77,6.47,13.37,152.21,40.54772,-104.92352,13217.7,13004.0,-67.60,-6.23,11.83,3.41
Data,3027.0,188.26,-43.80,6.43,13.32,152.26,40.54762,-104.92345,13221.1,13007.4,-67.67,-6.20,11.79,3.55
Data,3028.0,188.15,-43.81,6.40,13.28,152.33,40.54752,-104.92338,13224.9,13011.7,-67.71,-6.17,11.76,3.70
Data,3029.0,188.04,-43.82,6.40,13.24,152.43,40.54742,-104.92330,13228.8,13015.4,-67.72,-6.13,11.74,3.83
Data,3030.0,187.93,-43.82,6.40,13.21,152.55,40.54732,-104.92322,13232.7,13019.2,-67.72,-6.09,11.72,3.91
Data,3031.0,187.82,-43.82,6.40,13.18,152.71,40.54723,-104.92314,13236.6,13022.2,-67.73,-6.04,11.72,3.96
Data,3032.0,187.71,-43.84,6.37,13.16,152.90,40.54713,-104.92307,13240.6,13026.2,-67.77,-5.99,11.71,3.99
Data,3033.0,187.60,-43.87,6.33,13.13,153.09,40.54702,-104.92300,13244.5,13029.1,-67.85,-5.94,11.71,4.02
Data,3034.0,187.49,-43.90,6.30,13.11,153.29,40.54692,-104.92295,13248.5,13033.7,-67.90,-5.89,11.71,4.05
Data,3035.0,187.38,-43.93,6.30,13.09,153.47,40.54681,-104.92288,13252.6,13037.9,-67.93,-5.85,11.71,4.06
Data,3036.0,187.26,-43.96,6.30,13.07,153.65,40.54670,-104.92282,13256.7,13041.8,-67.96,-5.80,11.71,4.04
Data,3037.0,187.15,-43.99,6.27,13.04,153.81,40.54659,-104.92276,13260.7,13045.0,-68.01,-5.75,11.70,3.97
Data,3038.0,187.04,-44.03,6.23,13.00,153.97,40.54648,-104.92268,13264.8,13047.9,-68.10,-5.70,11.68,3.87
Data,3039.0,186.93,-44.06,6.20,12.96,154.13,40.54637,-104.92260,13268.6,13051.2,-68.16,-5.65,11.66,3.75
Data,3040.0,186.83,-44.10,6.17,12.91,154.31,40.54627,-104.92253,13272.2,13055.0,-68.23,-5.60,11.63,3.67
Data,3041.0,186.73,-44.13,6.13,12.86,154.49,40.54618,-104.92247,13275.7,13058.0,-68.31,-5.54,11.61,3.68
Data,3042.0,186.63,-44.14,6.10,12.81,154.68,40.54607,-104.92240,13279.3,13062.5,-68.35,-5.48,11.58,3.76
Data,3043.0,186.52,-44.15,6.10,12.77,154.87,40.54597,-104.92235,13283.2,13067.5,-68.36,-5.43,11.56,3.84
Data,3044.0,186.41,-44.14,6.10,12.74,155.04,40.54588,-104.92229,13287.2,13071.0,-68.35,-5.38,11.55,3.92
Data,3045.0,186.30,-44.12,6.10,12.70,155.19,40.54577,-104.92223,13291.2,13074.1,-68.33,-5.33,11.53,3.95
Data,3046.0,186.19,-44.10,6.10,12.68,155.30,40.54566,-104.92218,13295.1,13077.6,-68.32,-5.30,11.52,3.93
Data,3047.0,186.08,-44.08,6.10,12.65,155.39,40.54555,-104.92212,13299.0,13081.2,-68.30,-5.27,11.50,3.91
Data,3048.0,185.98,-44.08,6.10,12.62,155.44,40.54545,-104.92206,13302.9,13084.8,-68.30,-5.24,11.48,3.87
Data,3049.0,185.87,-44.08,6.07,12.59,155.47,40.54535,-104.92201,13306.8,13087.4,-68.34,-5.23,11.45,3.80
Data,3050.0,185.76,-44.09,6.03,12.55,155.49,40.54524,-104.92194,13310.6,13091.4,-68.41,-5.21,11.42,3.73
Data,3051.0,185.66,-44.11,6.00,12.51,155.50,40.54514,-104.92188,13314.2,13094.3,-68.45,-5.19,11.39,3.68
Data,3052.0,185.56,-44.13,6.00,12.47,155.53,40.54504,-104.92181,13317.8,13099.0,-68.47,-5.17,11.35,3.66
Data,3053.0,185.46,-44.16,6.00,12.42,155.57,40.54493,-104.92174,13321.5,13102.3,-68.50,-5.14,11.31,3.67
Data,3054.0,185.36,-44.19,5.97,12.37,155.63,40.54482,-104.92167,13325.2,13105.2,-68.56,-5.11,11.27,3.71
Data,3055.0,185.26,-44.22,5.93,12.31,155.69,40.54472,-104.92161,13328.9,13108.0,-68.64,-5.07,11.22,3.74
Data,3056.0,185.15,-44.25,5.90,12.25,155.77,40.54463,-104.92155,13332.7,13110.8,-68.70,-5.03,11.17,3.75
Data,3057.0,185.05,-44.28,5.90,12.19,155.86,40.54452,-104.92150,13336.5,13114.8,-68.72,-4.98,11.12,3.75
Data,3058.0,184.94,-44.30,5.90,12.12,155.95,40.54441,-104.92145,13340.2,13118.7,-68.74,-4.94,11.07,3.73
Data,3059.0,184.84,-44.32,5.90,12.05,156.04,40.54431,-104.92139,13343.9,13122.0,-68.75,-4.89,11.01,3.70
Data,3060.0,184.74,-44.34,5.87,11.99,156.14,40.54421,-104.92133,13347.6,13125.2,-68.80,-4.85,10.96,3.66
Data,3061.0,184.64,-44.36,5.83,11.93,156.26,40.54412,-104.92128,13351.3,13129.1,-68.88,-4.80,10.92,3.64
Data,3062.0,184.54,-44.39,5.80,11.87,156.40,40.54402,-104.92123,13354.9,13132.6,-68.93,-4.75,10.88,3.64
Data,3063.0,184.44,-44.42,5.80,11.82,156.58,40.54393,-104.92118,13358.5,13136.8,-68.97,-4.70,10.85,3.69
Data,3064.0,184.34,-44.45,5.77,11.78,156.79,40.54384,-104.92112,13362.2,13140.1,-69.03,-4.64,10.83,3.79
Data,3065.0,184.23,-44.49,5.73,11.75,157.04,40.54375,-104.92106,13366.0,13144.8,-69.11,-4.58,10.82,3.89
Data,3066.0,184.12,-44.52,5.70,11.71,157.34,40.54364,-104.92100,13370.0,13148.6,-69.18,-4.51,10.81,3.98
Data,3067.0,184.01,-44.55,5.70,11.68,157.69,40.54354,-104.92094,13374.1,13152.4,-69.20,-4.43,10.81,4.02
Data,3068.0,183.90,-44.59,5.70,11.65,158.08,40.54344,-104.92088,13378.2,13155.2,-69.23,-4.35,10.81,4.01
Data,3069.0,183.79,-44.62,5.67,11.62,158.50,40.54334,-104.92082,13382.1,13159.6,-69.29,-4.26,10.81,3.97
Data,3070.0,183.68,-44.66,5.63,11.59,158.94,40.54324,-104.92077,13386.0,13163.8,-69.38,-4.16,10.82,3.92
Data,3071.0,183.58,-44.71,5.60,11.56,159.40,40.54314,-104.92072,13389.9,13167.5,-69.46,-4.07,10.83,3.88
Data,3072.0,183.47,-44.75,5.57,11.54,159.86,40.54305,-104.92068,13393.8,13172.1,-69.54,-3.97,10.83,3.87
Data,3073.0,183.36,-44.79,5.53,11.52,160.31,40.54296,-104.92064,13397.6,13175.3,-69.63,-3.88,10.84,3.88
Data,3074.0,183.26,-44.83,5.50,11.50,160.74,40.54287,-104.92061,13401.5,13178.2,-69.70,-3.79,10.85,3.91
Data,3075.0,183.15,-44.87,5.47,11.47,161.17,40.54277,-104.92056,13405.4,13181.5,-69.77,-3.70,10.86,3.95
