FileFormat,CSV
Year,2021
Month,06
Day,25
Hour,17
Minute,38
Second,00
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"1838"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,temp,RH,Speed,Direction,Latitude,Longitude,gpsalt,sats
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m
Data, 273.0, 730.22,14.15,59.00,  6.97,101.25, 40.59064,-105.13933, 2746.7, 6
Data, 274.0, 729.86,14.11,59.20,  8.14,103.54, 40.59063,-105.13924, 2752.5, 6
Data, 275.0, 729.50,14.07,59.60,  8.37,106.92, 40.59060,-105.13914, 2758.4, 6
Data, 276.0, 728.98,14.03,59.90,  6.89,109.09, 40.59058,-105.13905, 2764.1, 6
Data, 277.0, 728.61,13.98,60.00,  5.12,112.55, 40.59056,-105.13898, 2769.4, 6
Data, 278.0, 728.27,13.95,60.20,  3.97,113.47, 40.59054,-105.13894, 2774.0, 6
Data, 279.0, 727.86,13.89,60.30,  3.68,114.70, 40.59052,-105.13890, 2778.7, 6
Data, 280.0, 727.47,13.87,60.30,  3.70,110.33, 40.59051,-105.13886, 2783.1, 6
Data, 281.0, 726.99,13.82,60.20,  5.24,108.73, 40.59050,-105.13881, 2787.6, 6
Data, 282.0, 726.52,13.80,60.20,  5.73,105.62, 40.59049,-105.13875, 2792.2, 6
Data, 283.0, 726.14,13.74,60.20,  6.09,105.28, 40.59048,-105.13868, 2796.7, 6
Data, 284.0, 725.49,13.69,60.20,  6.09,107.13, 40.59046,-105.13861, 2800.8, 6
Data, 285.0, 724.98,13.62,60.20,  6.14,123.43, 40.59043,-105.13855, 2806.0, 6
Data, 286.0, 724.65,13.61,60.30,  5.69,132.55, 40.59040,-105.13850, 2811.3, 6
Data, 287.0, 724.10,13.58,60.30,  5.18,134.45, 40.59037,-105.13845, 2816.1, 6
Data, 288.0, 723.34,13.52,60.40,  3.46,128.49, 40.59034,-105.13841, 2821.1, 6
Data, 289.0, 722.80,13.45,60.40,  3.51,109.63, 40.59033,-105.13837, 2828.5, 6
Data, 292.0, 721.59,13.37,60.70,  3.46,111.19, 40.59029,-105.13822, 2845.7, 6
Data, 293.0, 720.97,13.31,60.70,  2.34,125.70, 40.59027,-105.13819, 2850.1, 6
Data, 294.0, 720.53,13.27,60.80,  3.31,155.66, 40.59025,-105.13818, 2855.9, 6
Data, 295.0, 719.89,13.23,60.90,  5.08,149.30, 40.59021,-105.13814, 2863.1, 6
Data, 296.0, 719.25,13.13,60.90,  5.77,121.75, 40.59017,-105.13809, 2869.8, 6
Data, 297.0, 718.77,13.08,61.00,  6.51,102.78, 40.59015,-105.13802, 2876.4, 6
Data, 298.0, 718.41,13.03,61.10,  6.63, 90.98, 40.59015,-105.13794, 2882.2, 6
Data, 299.0, 718.10,12.99,61.20,  6.67, 90.83, 40.59014,-105.13786, 2887.0, 6
Data, 300.0, 717.59,12.97,61.20,  6.23, 91.77, 40.59014,-105.13778, 2891.6, 6
Data, 301.0, 717.11,12.92,61.30,  4.02, 90.23, 40.59014,-105.13772, 2896.7, 6
Data, 302.0, 716.74,12.88,61.40,  3.49, 97.73, 40.59013,-105.13767, 2902.7, 6
Data, 303.0, 716.21,12.84,61.50,  4.30,117.49, 40.59012,-105.13764, 2907.2, 6
Data, 305.0, 715.39,12.73,61.60,  7.14,114.59, 40.59006,-105.13751, 2917.7, 6
Data, 307.0, 714.51,12.63,61.90,  6.69,102.61, 40.59003,-105.13734, 2931.3, 6
Data, 308.0, 713.96,12.59,62.00,  6.60,104.37, 40.59002,-105.13727, 2935.7, 6
Data, 309.0, 713.41,12.54,62.20,  6.43, 97.12, 40.59000,-105.13720, 2941.5, 6
Data, 310.0, 713.09,12.50,62.30,  6.39, 92.34, 40.59000,-105.13712, 2947.4, 6
Data, 311.0, 712.75,12.47,62.40,  6.88, 98.08, 40.59000,-105.13704, 2951.8, 6
Data, 312.0, 712.35,12.45,62.60,  7.16,107.32, 40.58998,-105.13696, 2955.9, 6
Data, 313.0, 712.00,12.42,62.60,  7.65,120.06, 40.58996,-105.13688, 2960.2, 6
Data, 314.0, 711.58,12.39,62.60,  7.79,130.55, 40.58991,-105.13681, 2965.2, 6
Data, 315.0, 711.05,12.36,62.60,  7.97,123.98, 40.58987,-105.13673, 2970.0, 6
Data, 316.0, 710.47,12.32,62.50,  7.86,112.81, 40.58984,-105.13665, 2976.0, 6
Data, 317.0, 710.18,12.28,62.50,  7.37,109.47, 40.58982,-105.13657, 2981.7, 6
Data, 318.0, 709.78,12.24,62.50,  9.76,110.71, 40.58979,-105.13646, 2987.9, 6
Data, 319.0, 709.34,12.21,62.50, 10.37,104.49, 40.58976,-105.13635, 2991.2, 6
Data, 320.0, 708.91,12.17,62.40,  9.35,111.16, 40.58973,-105.13624, 2994.2, 6
Data, 321.0, 708.39,12.12,62.30,  9.10,119.62, 40.58969,-105.13614, 2998.7, 6
Data, 322.0, 708.08,12.10,62.20,  9.49,117.08, 40.58966,-105.13604, 3004.8, 6
Data, 323.0, 707.70,12.05,62.20,  8.12,122.66, 40.58962,-105.13596, 3008.9, 6
Data, 324.0, 707.24,11.99,62.00, 10.10,120.53, 40.58956,-105.13585, 3014.2, 6
Data, 325.0, 706.85,11.97,61.80,  9.58,119.20, 40.58952,-105.13575, 3019.2, 6
Data, 326.0, 706.33,11.93,61.70, 10.15,123.77, 40.58946,-105.13564, 3025.7, 6
Data, 327.0, 705.93,11.89,61.30,  9.34,119.33, 40.58941,-105.13553, 3032.7, 6
Data, 328.0, 705.60,11.86,60.90,  9.35,120.39, 40.58937,-105.13544, 3038.3, 6
Data, 329.0, 705.10,11.83,60.50,  7.72,123.34, 40.58933,-105.13536, 3042.4, 6
Data, 330.0, 704.75,11.79,60.20,  7.19,123.57, 40.58929,-105.13529, 3047.5, 6
Data, 331.0, 704.37,11.77,60.10,  6.76,122.16, 40.58925,-105.13521, 3052.8, 6
Data, 332.0, 703.97,11.75,59.90,  6.43,115.03, 40.58922,-105.13513, 3057.5, 6
Data, 333.0, 703.65,11.71,59.90,  6.99,110.88, 40.58920,-105.13506, 3061.8, 6
Data, 334.0, 703.26,11.69,59.50,  7.43,109.52, 40.58917,-105.13497, 3066.1, 6
Data, 335.0, 702.87,11.65,59.20,  7.54,115.13, 40.58915,-105.13489, 3070.2, 6
Data, 336.0, 702.49,11.64,59.10,  8.36,121.36, 40.58911,-105.13481, 3074.5, 6
Data, 337.0, 702.13,11.63,59.00,  8.90,126.11, 40.58906,-105.13472, 3080.1, 6
Data, 338.0, 701.71,11.61,58.90,  9.20,125.87, 40.58901,-105.13463, 3084.9, 6
Data, 339.0, 701.24,11.58,58.90,  9.37,127.94, 40.58896,-105.13454, 3089.1, 6
Data, 340.0, 700.87,11.55,58.70,  8.88,125.65, 40.58891,-105.13445, 3094.1, 6
Data, 341.0, 700.37,11.51,58.60,  9.33,126.51, 40.58886,-105.13437, 3099.2, 6
Data, 342.0, 699.96,11.49,58.70,  7.88,119.84, 40.58882,-105.13429, 3104.4, 6
Data, 343.0, 699.38,11.44,58.70,  7.63,121.31, 40.58878,-105.13422, 3109.0, 6
Data, 344.0, 698.96,11.39,58.70,  7.60,121.15, 40.58875,-105.13414, 3114.5, 6
Data, 345.0, 698.43,11.35,58.70,  7.96,121.33, 40.58871,-105.13407, 3120.2, 6
Data, 346.0, 697.90,11.31,58.80,  8.12,115.18, 40.58868,-105.13398, 3126.2, 6
Data, 347.0, 697.45,11.28,58.80,  8.13,111.56, 40.58864,-105.13388, 3133.0, 5
Data, 348.0, 696.99,11.26,58.80,  7.88,115.03, 40.58861,-105.13379, 3139.3, 5
Data, 349.0, 696.50,11.21,58.80,  7.89,125.63, 40.58858,-105.13372, 3143.1, 6
Data, 350.0, 696.11,11.19,58.80,  7.60,130.42, 40.58853,-105.13365, 3149.2, 6
Data, 351.0, 695.68,11.18,58.90,  7.46,126.40, 40.58849,-105.13358, 3154.4, 6
Data, 352.0, 695.23,11.14,58.80,  8.11,122.75, 40.58845,-105.13351, 3159.6, 6
Data, 353.0, 694.73,11.12,58.80,  9.40,124.12, 40.58841,-105.13342, 3163.9, 6
Data, 354.0, 694.34,11.11,58.80,  9.02,122.47, 40.58836,-105.13334, 3169.3, 6
Data, 355.0, 693.85,11.08,58.80,  8.56,117.64, 40.58832,-105.13325, 3174.4, 6
Data, 356.0, 693.52,11.04,58.70,  8.88,112.63, 40.58829,-105.13316, 3179.4, 6
Data, 357.0, 693.18,11.05,58.60,  9.21,116.09, 40.58825,-105.13306, 3184.1, 6
Data, 358.0, 692.84,11.06,58.50,  8.07,116.26, 40.58822,-105.13297, 3187.8, 6
Data, 359.0, 692.54,11.02,58.40,  7.87,111.72, 40.58819,-105.13288, 3192.4, 6
Data, 360.0, 692.12,11.01,58.40,  8.21,112.21, 40.58816,-105.13280, 3195.9, 6
Data, 361.0, 691.72,10.99,58.30,  7.80,116.76, 40.58813,-105.13271, 3200.1, 6
Data, 362.0, 691.33,10.96,58.30,  7.14,115.39, 40.58810,-105.13264, 3206.1, 6
Data, 363.0, 690.86,10.91,58.30,  7.29,119.34, 40.58807,-105.13256, 3210.2, 6
Data, 364.0, 690.29,10.89,58.30,  7.69,117.19, 40.58804,-105.13248, 3215.1, 6
Data, 365.0, 689.82,10.87,58.40,  7.81,118.26, 40.58801,-105.13240, 3221.3, 6
Data, 366.0, 689.22,10.80,58.30,  8.66,120.37, 40.58797,-105.13232, 3227.0, 6
Data, 367.0, 688.60,10.74,58.30,  8.47,122.17, 40.58793,-105.13223, 3233.0, 6
Data, 368.0, 688.29,10.67,58.40, 10.03,125.03, 40.58788,-105.13214, 3240.2, 6
Data, 369.0, 687.77,10.65,58.40, 11.00,128.09, 40.58782,-105.13204, 3245.5, 6
Data, 370.0, 687.47,10.62,58.30,  9.55,120.08, 40.58778,-105.13194, 3249.7, 6
Data, 371.0, 687.07,10.61,58.20, 11.24,112.70, 40.58774,-105.13182, 3253.2, 6
Data, 372.0, 686.64,10.57,58.10, 10.53,107.84, 40.58770,-105.13170, 3257.6, 6
Data, 373.0, 686.27,10.54,58.10,  9.41,107.33, 40.58768,-105.13159, 3262.7, 6
Data, 374.0, 685.88,10.49,58.10,  8.37,114.06, 40.58765,-105.13149, 3267.6, 6
Data, 375.0, 685.60,10.46,58.20,  8.43,121.19, 40.58761,-105.13140, 3271.5, 6
Data, 376.0, 685.31,10.44,58.20,  8.46,130.04, 40.58757,-105.13132, 3275.7, 6
Data, 377.0, 684.94,10.44,58.40,  8.59,130.82, 40.58752,-105.13124, 3278.2, 6
Data, 378.0, 684.60,10.42,58.50,  8.30,127.92, 40.58747,-105.13116, 3283.3, 6
Data, 379.0, 684.34,10.37,58.60,  8.88,121.95, 40.58742,-105.13107, 3287.5, 6
Data, 380.0, 684.02,10.36,58.70,  8.77,118.84, 40.58738,-105.13098, 3290.9, 6
Data, 381.0, 683.76,10.34,58.80,  9.31,110.83, 40.58735,-105.13089, 3294.0, 6
Data, 382.0, 683.44,10.33,58.80,  9.43,110.39, 40.58732,-105.13078, 3297.2, 6
Data, 383.0, 683.12,10.31,58.90,  9.63,106.31, 40.58729,-105.13068, 3300.3, 6
Data, 384.0, 682.89,10.29,58.90,  9.61,105.03, 40.58727,-105.13057, 3304.1, 6
Data, 385.0, 682.58,10.29,59.00,  8.98,104.60, 40.58724,-105.13046, 3307.5, 6
Data, 386.0, 682.30,10.28,59.00,  9.32,106.57, 40.58722,-105.13036, 3310.8, 5
Data, 387.0, 682.01,10.27,59.10,  9.12,107.84, 40.58719,-105.13025, 3314.2, 5
Data, 388.0, 681.71,10.25,59.10,  9.39,108.21, 40.58717,-105.13015, 3317.2, 5
Data, 389.0, 681.41,10.23,59.00,  9.34,110.11, 40.58714,-105.13004, 3320.7, 6
Data, 390.0, 681.15,10.19,58.90,  9.11,112.40, 40.58711,-105.12994, 3324.4, 6
Data, 391.0, 680.86,10.19,58.80,  9.39,111.31, 40.58708,-105.12985, 3327.2, 6
Data, 392.0, 680.61,10.15,58.60,  9.46,113.91, 40.58704,-105.12975, 3330.9, 6
Data, 393.0, 680.32,10.13,58.40,  9.15,117.77, 40.58701,-105.12965, 3334.6, 6
Data, 394.0, 680.16,10.13,58.20,  9.49,119.83, 40.58696,-105.12956, 3338.9, 6
Data, 395.0, 679.77,10.12,57.80,  8.78,119.42, 40.58692,-105.12948, 3342.3, 6
Data, 396.0, 679.37,10.06,57.50,  8.31,119.75, 40.58688,-105.12940, 3346.3, 6
Data, 397.0, 679.09,10.06,57.20,  7.87,115.51, 40.58685,-105.12932, 3351.0, 6
Data, 398.0, 678.75,10.06,57.00,  7.93,115.77, 40.58681,-105.12923, 3354.3, 6
Data, 399.0, 678.42,10.02,56.80,  8.80,117.36, 40.58678,-105.12915, 3357.9, 6
Data, 400.0, 678.02, 9.97,56.70,  9.23,117.44, 40.58674,-105.12905, 3362.7, 6
Data, 401.0, 677.67, 9.93,56.60,  8.85,113.89, 40.58670,-105.12895, 3367.8, 6
Data, 402.0, 677.39, 9.91,56.60,  9.31,112.74, 40.58667,-105.12885, 3371.7, 6
Data, 403.0, 677.21, 9.89,56.50, 10.65,111.08, 40.58664,-105.12874, 3374.7, 6
Data, 404.0, 676.88, 9.90,56.40, 11.68,111.81, 40.58660,-105.12862, 3377.0, 6
Data, 405.0, 676.62, 9.90,56.40,  9.33,101.21, 40.58657,-105.12850, 3379.7, 6
Data, 406.0, 676.34, 9.89,56.20,  9.50,111.57, 40.58655,-105.12840, 3381.9, 6
Data, 407.0, 676.15, 9.87,55.90, 10.15,111.96, 40.58652,-105.12829, 3384.2, 6
Data, 408.0, 675.80, 9.86,55.10, 10.04,111.38, 40.58648,-105.12818, 3386.0, 6
Data, 409.0, 675.54, 9.84,54.60,  9.56,111.61, 40.58645,-105.12807, 3389.4, 6
Data, 410.0, 675.28, 9.81,54.30,  8.86,112.83, 40.58642,-105.12797, 3392.7, 6
Data, 411.0, 674.95, 9.78,54.10,  8.87,112.69, 40.58638,-105.12788, 3395.9, 6
Data, 412.0, 674.73, 9.75,54.00,  9.38,111.57, 40.58635,-105.12777, 3400.0, 6
Data, 413.0, 674.43, 9.73,53.90, 10.01,113.33, 40.58631,-105.12766, 3402.5, 6
Data, 414.0, 674.06, 9.69,53.70, 10.66,112.23, 40.58627,-105.12754, 3406.5, 6
Data, 415.0, 673.86, 9.69,53.50, 10.72,114.15, 40.58623,-105.12742, 3410.9, 6
Data, 416.0, 673.60, 9.67,53.30, 10.21,113.45, 40.58619,-105.12731, 3413.7, 6
Data, 417.0, 673.33, 9.66,53.20, 10.41,110.46, 40.58616,-105.12720, 3416.6, 6
Data, 418.0, 673.08, 9.62,53.10, 10.75,110.83, 40.58612,-105.12708, 3420.2, 6
Data, 419.0, 672.75, 9.61,53.00, 10.42,115.09, 40.58608,-105.12696, 3423.3, 6
Data, 420.0, 672.49, 9.59,53.00,  9.48,112.48, 40.58604,-105.12686, 3426.7, 6
Data, 421.0, 672.18, 9.56,52.90, 10.06,111.62, 40.58600,-105.12674, 3431.2, 6
Data, 422.0, 671.88, 9.56,52.90, 10.12,117.36, 40.58596,-105.12663, 3434.9, 6
Data, 423.0, 671.65, 9.54,52.90, 10.03,115.89, 40.58592,-105.12652, 3439.1, 6
Data, 424.0, 671.37, 9.52,52.90,  9.89,112.56, 40.58589,-105.12642, 3442.5, 6
Data, 425.0, 671.09, 9.48,52.90, 10.03,111.67, 40.58585,-105.12631, 3445.6, 6
Data, 426.0, 670.82, 9.48,53.00, 10.15,113.95, 40.58581,-105.12619, 3450.1, 6
Data, 427.0, 670.51, 9.47,53.00,  9.63,110.97, 40.58578,-105.12608, 3453.5, 6
Data, 428.0, 670.27, 9.45,53.00,  9.98,109.65, 40.58575,-105.12597, 3456.8, 6
Data, 429.0, 670.04, 9.45,53.10,  9.88,112.81, 40.58571,-105.12586, 3460.7, 6
Data, 430.0, 669.75, 9.42,53.10,  9.46,110.62, 40.58568,-105.12576, 3463.4, 6
Data, 431.0, 669.52, 9.41,53.20,  9.92,108.63, 40.58565,-105.12565, 3467.0, 6
Data, 432.0, 669.19, 9.41,53.20,  9.94,113.48, 40.58562,-105.12554, 3470.4, 6
Data, 433.0, 668.97, 9.38,53.20,  9.52,110.80, 40.58559,-105.12543, 3473.2, 6
Data, 434.0, 668.65, 9.37,53.20, 10.31,109.67, 40.58555,-105.12532, 3475.9, 6
Data, 435.0, 668.41, 9.37,53.30, 10.20,112.83, 40.58552,-105.12520, 3479.4, 6
Data, 436.0, 668.08, 9.34,53.30,  9.26,112.90, 40.58548,-105.12510, 3482.1, 6
Data, 437.0, 667.81, 9.34,53.20,  9.54,111.48, 40.58545,-105.12499, 3485.8, 6
Data, 438.0, 667.49, 9.30,53.30, 10.35,113.24, 40.58542,-105.12488, 3489.2, 6
Data, 439.0, 667.19, 9.28,53.30,  9.37,111.42, 40.58538,-105.12478, 3493.0, 6
Data, 440.0, 666.93, 9.25,53.30,  9.62,110.04, 40.58536,-105.12467, 3496.5, 6
Data, 441.0, 666.71, 9.25,53.30, 10.06,109.19, 40.58532,-105.12456, 3500.6, 6
Data, 442.0, 666.41, 9.22,53.30, 10.29,114.17, 40.58529,-105.12445, 3503.7, 6
Data, 443.0, 666.10, 9.21,53.40,  9.51,112.87, 40.58525,-105.12434, 3507.1, 6
Data, 444.0, 665.77, 9.17,53.40,  9.86,114.88, 40.58522,-105.12424, 3510.8, 6
Data, 445.0, 665.39, 9.14,53.40, 10.08,118.91, 40.58517,-105.12413, 3515.4, 6
Data, 446.0, 665.08, 9.11,53.50,  9.36,113.15, 40.58514,-105.12403, 3519.4, 6
Data, 447.0, 664.71, 9.08,53.50,  9.97,108.32, 40.58510,-105.12392, 3523.0, 6
Data, 448.0, 664.47, 9.07,53.60,  9.71,102.92, 40.58508,-105.12380, 3527.4, 6
Data, 449.0, 664.13, 9.04,53.70,  9.06, 96.90, 40.58507,-105.12370, 3531.0, 6
Data, 450.0, 663.82, 9.02,53.70,  9.33, 94.82, 40.58506,-105.12359, 3534.9, 6
Data, 451.0, 663.41, 8.99,53.90,  9.97, 96.51, 40.58505,-105.12347, 3539.0, 6
Data, 452.0, 663.15, 8.97,54.00, 10.22,102.71, 40.58503,-105.12335, 3543.6, 6
Data, 453.0, 662.76, 8.95,54.10, 10.33,107.59, 40.58500,-105.12323, 3547.5, 6
Data, 454.0, 662.45, 8.93,54.20, 10.75,108.14, 40.58497,-105.12311, 3552.0, 6
Data, 455.0, 662.16, 8.89,54.30, 10.30,108.00, 40.58494,-105.12300, 3556.3, 6
Data, 456.0, 661.80, 8.87,54.40,  9.64,105.32, 40.58492,-105.12289, 3559.6, 6
Data, 457.0, 661.57, 8.84,54.50, 10.27,104.68, 40.58489,-105.12277, 3563.8, 6
Data, 458.0, 661.18, 8.82,54.60, 10.69,102.88, 40.58487,-105.12265, 3567.3, 6
Data, 459.0, 660.95, 8.80,54.60, 11.15,101.88, 40.58485,-105.12252, 3571.4, 6
Data, 460.0, 660.58, 8.73,54.60, 11.09,105.07, 40.58482,-105.12239, 3576.0, 6
Data, 461.0, 660.07, 8.71,54.70, 11.04,104.50, 40.58479,-105.12226, 3580.5, 6
Data, 462.0, 659.54, 8.63,54.80, 11.07,103.46, 40.58477,-105.12213, 3585.9, 6
Data, 463.0, 659.15, 8.58,54.90, 10.53,104.91, 40.58474,-105.12201, 3592.5, 6
Data, 464.0, 658.77, 8.53,55.00, 10.08,102.46, 40.58472,-105.12189, 3597.4, 5
Data, 465.0, 658.40, 8.50,55.10, 10.85,101.98, 40.58470,-105.12178, 3602.2, 5
Data, 466.0, 657.94, 8.47,55.20, 11.96,101.05, 40.58468,-105.12164, 3607.1, 6
Data, 467.0, 657.54, 8.42,55.10, 12.08, 99.72, 40.58466,-105.12150, 3612.3, 6
Data, 468.0, 657.15, 8.38,55.10, 11.96, 97.63, 40.58464,-105.12135, 3617.7, 6
Data, 469.0, 656.79, 8.34,55.10, 12.31, 97.24, 40.58462,-105.12121, 3622.1, 6
Data, 470.0, 656.46, 8.33,55.20, 12.01,100.73, 40.58461,-105.12107, 3627.7, 6
Data, 471.0, 656.19, 8.29,55.20, 12.13,102.58, 40.58458,-105.12093, 3632.0, 6
Data, 472.0, 655.89, 8.25,55.20, 11.08,104.70, 40.58456,-105.12080, 3636.0, 6
Data, 473.0, 655.67, 8.24,55.30, 10.39,105.54, 40.58453,-105.12067, 3639.6, 6
Data, 474.0, 655.42, 8.20,55.30,  9.84,105.85, 40.58451,-105.12056, 3643.3, 6
Data, 475.0, 655.12, 8.20,55.20,  9.49,101.98, 40.58448,-105.12045, 3646.5, 6
Data, 476.0, 654.78, 8.16,55.20,  9.69, 99.70, 40.58447,-105.12033, 3650.3, 6
Data, 477.0, 654.58, 8.15,55.20, 10.18, 96.49, 40.58445,-105.12022, 3654.5, 6
Data, 478.0, 654.25, 8.13,55.00, 10.89, 98.23, 40.58444,-105.12009, 3657.8, 6
Data, 479.0, 653.98, 8.13,55.00, 11.30, 96.99, 40.58442,-105.11995, 3662.2, 6
Data, 480.0, 653.68, 8.13,54.90, 11.51, 95.78, 40.58440,-105.11981, 3665.3, 6
Data, 481.0, 653.43, 8.12,54.90, 11.63, 95.63, 40.58439,-105.11967, 3668.9, 6
Data, 482.0, 653.12, 8.11,54.90, 11.89, 99.18, 40.58437,-105.11953, 3671.9, 6
Data, 483.0, 652.85, 8.09,54.80, 12.08, 98.24, 40.58436,-105.11939, 3675.9, 6
Data, 484.0, 652.63, 8.08,54.60, 11.41, 93.35, 40.58435,-105.11926, 3680.0, 6
Data, 486.0, 652.04, 8.06,54.20, 11.39, 95.17, 40.58433,-105.11900, 3686.4, 6
Data, 487.0, 651.78, 8.05,54.10, 11.14, 95.40, 40.58432,-105.11887, 3689.1, 6
Data, 488.0, 651.55, 8.01,53.90, 10.93, 94.46, 40.58431,-105.11874, 3692.0, 6
Data, 489.0, 651.28, 7.99,53.80, 10.98, 95.26, 40.58431,-105.11861, 3695.0, 6
Data, 490.0, 651.00, 7.99,53.70, 11.06, 93.52, 40.58430,-105.11848, 3698.4, 6
Data, 491.0, 650.73, 7.97,53.60, 11.02, 92.25, 40.58429,-105.11835, 3701.9, 6
Data, 492.0, 650.42, 7.97,53.50, 10.76, 92.72, 40.58429,-105.11821, 3705.6, 6
Data, 493.0, 650.16, 7.94,53.40, 11.08, 93.96, 40.58428,-105.11808, 3708.8, 6
Data, 494.0, 649.91, 7.95,53.30, 10.78, 92.99, 40.58428,-105.11796, 3711.5, 6
Data, 495.0, 649.67, 7.92,53.30, 10.69, 91.25, 40.58427,-105.11783, 3714.4, 6
Data, 496.0, 649.44, 7.93,53.20, 10.92, 93.59, 40.58426,-105.11770, 3716.8, 6
Data, 497.0, 649.19, 7.90,53.00, 11.04, 94.83, 40.58425,-105.11756, 3720.0, 6
Data, 498.0, 648.90, 7.90,52.90, 11.05, 96.13, 40.58424,-105.11743, 3723.0, 6
Data, 499.0, 648.62, 7.90,52.80, 11.26, 96.95, 40.58422,-105.11730, 3726.9, 6
Data, 500.0, 648.35, 7.85,52.80, 11.33, 98.88, 40.58421,-105.11716, 3730.4, 6
Data, 501.0, 648.06, 7.86,52.70, 11.33,100.75, 40.58419,-105.11703, 3734.2, 6
Data, 502.0, 647.81, 7.83,52.70, 10.69, 96.01, 40.58418,-105.11690, 3737.4, 6
Data, 503.0, 647.58, 7.80,52.60, 11.27, 95.01, 40.58417,-105.11677, 3740.5, 6
Data, 504.0, 647.28, 7.82,52.50, 11.68, 94.28, 40.58416,-105.11664, 3743.3, 6
Data, 505.0, 647.03, 7.80,52.50, 11.72, 95.51, 40.58415,-105.11650, 3746.4, 6
Data, 506.0, 646.79, 7.80,52.40, 10.89, 93.93, 40.58414,-105.11637, 3748.8, 6
Data, 507.0, 646.48, 7.78,52.30, 11.11, 95.07, 40.58413,-105.11624, 3751.7, 6
Data, 508.0, 646.24, 7.79,52.30, 11.07, 94.53, 40.58412,-105.11610, 3754.7, 6
Data, 509.0, 645.95, 7.76,52.30, 11.01, 95.49, 40.58411,-105.11597, 3758.7, 6
Data, 510.0, 645.71, 7.73,52.30, 10.41, 94.95, 40.58410,-105.11585, 3761.4, 6
Data, 511.0, 645.43, 7.73,52.30, 10.34, 91.75, 40.58410,-105.11572, 3764.6, 6
Data, 512.0, 645.20, 7.73,52.20, 10.71, 92.83, 40.58409,-105.11560, 3768.3, 6
Data, 513.0, 644.93, 7.70,52.20, 11.07, 98.15, 40.58408,-105.11547, 3771.2, 6
Data, 514.0, 644.67, 7.68,52.20, 11.01, 98.03, 40.58407,-105.11534, 3774.0, 6
Data, 515.0, 644.41, 7.68,52.20, 10.93, 93.44, 40.58406,-105.11521, 3777.1, 6
Data, 516.0, 644.06, 7.64,52.20, 11.55, 94.87, 40.58405,-105.11508, 3780.6, 6
Data, 517.0, 643.83, 7.63,52.30, 11.86, 95.79, 40.58404,-105.11493, 3785.5, 6
Data, 518.0, 643.52, 7.61,52.30, 11.34, 93.28, 40.58403,-105.11480, 3789.8, 6
Data, 519.0, 643.20, 7.61,52.30, 11.49, 94.44, 40.58402,-105.11466, 3792.8, 6
Data, 520.0, 642.90, 7.55,52.40, 11.75, 96.05, 40.58401,-105.11452, 3797.0, 6
Data, 521.0, 642.48, 7.53,52.40, 11.31, 96.59, 40.58400,-105.11439, 3800.7, 6
Data, 522.0, 642.21, 7.50,52.50, 10.94, 94.68, 40.58399,-105.11426, 3805.1, 6
Data, 523.0, 641.88, 7.45,52.50, 11.46, 92.87, 40.58398,-105.11413, 3808.8, 6
Data, 524.0, 641.55, 7.44,52.60, 10.78, 95.33, 40.58397,-105.11400, 3812.9, 6
Data, 525.0, 641.17, 7.37,52.60, 10.10, 88.16, 40.58397,-105.11387, 3816.9, 6
Data, 526.0, 640.91, 7.35,52.70, 10.90, 86.56, 40.58397,-105.11375, 3821.6, 6
Data, 527.0, 640.61, 7.34,52.70, 11.79, 89.24, 40.58398,-105.11361, 3824.0, 6
Data, 528.0, 640.45, 7.32,52.80, 11.64, 84.85, 40.58398,-105.11347, 3827.2, 6
Data, 529.0, 640.16, 7.31,52.90, 10.94, 83.13, 40.58399,-105.11334, 3830.2, 6
Data, 530.0, 639.81, 7.31,52.90, 10.93, 84.80, 40.58400,-105.11322, 3833.1, 6
Data, 531.0, 639.58, 7.27,53.00, 10.53, 84.24, 40.58401,-105.11309, 3837.2, 6
Data, 532.0, 639.26, 7.27,53.10, 10.36, 84.99, 40.58402,-105.11297, 3840.5, 6
Data, 533.0, 638.92, 7.22,53.10, 10.31, 84.90, 40.58403,-105.11284, 3844.1, 6
Data, 534.0, 638.66, 7.20,53.20, 10.74, 88.52, 40.58403,-105.11272, 3847.9, 6
Data, 535.0, 638.33, 7.18,53.30, 10.15, 88.48, 40.58404,-105.11259, 3851.7, 6
Data, 536.0, 637.95, 7.14,53.40, 10.84, 88.26, 40.58404,-105.11247, 3855.5, 6
Data, 537.0, 637.52, 7.09,53.60, 11.06, 90.88, 40.58403,-105.11233, 3860.1, 6
Data, 538.0, 636.99, 7.00,53.90, 10.74, 90.39, 40.58402,-105.11220, 3867.3, 6
Data, 539.0, 636.50, 6.92,54.30, 10.46, 89.35, 40.58402,-105.11207, 3874.1, 6
Data, 540.0, 635.99, 6.85,54.70,  9.18, 83.58, 40.58403,-105.11196, 3881.5, 6
Data, 541.0, 635.56, 6.79,55.10,  8.35, 87.43, 40.58404,-105.11186, 3886.8, 6
Data, 542.0, 635.14, 6.73,55.40,  7.89, 91.98, 40.58404,-105.11176, 3891.8, 6
