FileFormat,CSV
Year,2021
Month,06
Day,25
Hour,17
Minute,38
Second,00
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"1838"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,temp,RH,Speed,Direction,Latitude,Longitude,gpsalt,sats
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m
Data,1003.0, 504.98,-1.28,48.20,  8.21,112.83, 40.58117,-105.06740, 5714.9, 6
Data,1004.0, 504.74,-1.32,48.20,  8.58,111.29, 40.58115,-105.06731, 5719.1, 6
Data,1005.0, 504.48,-1.36,48.20,  8.70,111.82, 40.58112,-105.06721, 5722.4, 6
Data,1006.0, 504.26,-1.40,48.30,  8.51,115.73, 40.58109,-105.06713, 5726.4, 6
Data,1007.0, 504.04,-1.37,48.30,  8.23,116.27, 40.58105,-105.06704, 5729.5, 6
Data,1008.0, 503.82,-1.46,48.30,  8.71,114.20, 40.58102,-105.06694, 5733.3, 6
Data,1009.0, 503.53,-1.51,48.40,  8.86,117.53, 40.58099,-105.06685, 5736.9, 6
Data,1010.0, 503.34,-1.50,48.40,  8.17,114.05, 40.58096,-105.06676, 5740.9, 6
Data,1012.0, 502.82,-1.57,48.50,  8.41,112.71, 40.58089,-105.06658, 5747.8, 6
Data,1013.0, 502.59,-1.62,48.60,  7.76,111.86, 40.58086,-105.06649, 5751.5, 6
Data,1015.0, 502.17,-1.64,48.70,  8.20,111.93, 40.58081,-105.06632, 5758.2, 6
Data,1016.0, 501.94,-1.68,48.70,  7.69,113.68, 40.58079,-105.06623, 5761.3, 6
Data,1018.0, 501.50,-1.71,48.80,  7.88,115.65, 40.58073,-105.06606, 5768.7, 6
Data,1019.0, 501.14,-1.74,48.90,  7.56,117.25, 40.58070,-105.06597, 5771.5, 6
Data,1020.0, 500.95,-1.74,48.90,  7.66,115.29, 40.58067,-105.06589, 5775.5, 6
Data,1021.0, 500.71,-1.76,49.00,  8.28,121.56, 40.58063,-105.06581, 5780.1, 6
Data,1022.0, 500.52,-1.76,49.00,  7.82,121.22, 40.58059,-105.06573, 5783.7, 6
Data,1023.0, 500.25,-1.78,49.10,  7.59,119.65, 40.58056,-105.06565, 5787.5, 6
Data,1024.0, 500.04,-1.82,49.10,  7.92,118.11, 40.58052,-105.06557, 5791.6, 6
Data,1026.0, 499.57,-1.86,49.30,  7.89,120.01, 40.58045,-105.06540, 5800.4, 6
Data,1027.0, 499.34,-1.91,49.30,  7.54,117.52, 40.58042,-105.06532, 5803.5, 6
Data,1028.0, 499.02,-1.94,49.40,  7.94,113.23, 40.58039,-105.06524, 5806.5, 6
Data,1029.0, 498.82,-1.96,49.40,  7.89,112.80, 40.58036,-105.06515, 5810.6, 6
Data,1030.0, 498.51,-1.98,49.40,  7.95,119.03, 40.58033,-105.06507, 5814.4, 6
Data,1031.0, 498.30,-2.05,49.30,  7.31,115.03, 40.58029,-105.06499, 5818.8, 6
Data,1032.0, 498.05,-2.10,49.30,  7.33,113.93, 40.58027,-105.06491, 5822.5, 6
Data,1033.0, 497.73,-2.11,49.30,  7.83,113.29, 40.58024,-105.06482, 5826.3, 6
Data,1034.0, 497.49,-2.17,49.30,  8.11,115.45, 40.58021,-105.06473, 5830.5, 6
Data,1035.0, 497.15,-2.20,49.30,  8.04,113.24, 40.58018,-105.06465, 5834.8, 6
Data,1036.0, 497.04,-2.21,49.30,  9.02,110.43, 40.58015,-105.06456, 5839.4, 6
Data,1038.0, 496.50,-2.23,49.20,  8.37, 96.81, 40.58011,-105.06435, 5845.8, 6
Data,1039.0, 496.25,-2.24,49.10,  8.56,100.85, 40.58010,-105.06426, 5847.9, 6
Data,1040.0, 496.03,-2.25,49.00,  8.48,100.13, 40.58008,-105.06416, 5851.4, 6
Data,1041.0, 495.75,-2.26,48.90,  8.78,100.09, 40.58007,-105.06405, 5855.8, 6
Data,1042.0, 495.53,-2.27,48.80,  8.93, 98.69, 40.58005,-105.06395, 5860.1, 6
Data,1043.0, 495.27,-2.29,48.70,  8.66, 97.55, 40.58004,-105.06384, 5864.1, 6
Data,1044.0, 494.99,-2.33,48.60,  8.48, 99.51, 40.58003,-105.06374, 5867.6, 6
Data,1045.0, 494.79,-2.35,48.60,  8.77,100.07, 40.58002,-105.06364, 5872.0, 6
Data,1046.0, 494.56,-2.35,48.50,  8.84,100.72, 40.58000,-105.06353, 5875.8, 6
Data,1047.0, 494.23,-2.38,48.30,  8.63, 99.13, 40.57998,-105.06343, 5879.6, 6
Data,1048.0, 493.96,-2.43,48.10,  7.96,103.85, 40.57996,-105.06333, 5884.0, 6
Data,1049.0, 493.70,-2.46,48.00,  8.39,101.37, 40.57994,-105.06323, 5889.0, 6
Data,1050.0, 493.45,-2.49,47.90,  9.13,105.76, 40.57992,-105.06313, 5892.2, 6
Data,1051.0, 493.15,-2.55,47.80,  8.38,107.31, 40.57990,-105.06304, 5896.6, 6
Data,1052.0, 492.88,-2.58,47.60,  7.73,103.07, 40.57988,-105.06295, 5901.2, 6
Data,1053.0, 492.61,-2.64,47.40,  8.25,102.61, 40.57987,-105.06286, 5905.5, 6
Data,1054.0, 492.34,-2.70,47.20,  8.48,100.74, 40.57985,-105.06276, 5909.9, 6
Data,1056.0, 491.84,-2.76,47.00,  9.12,107.07, 40.57981,-105.06256, 5918.7, 6
Data,1057.0, 491.54,-2.82,47.00,  8.66, 97.89, 40.57979,-105.06246, 5922.9, 6
Data,1058.0, 491.23,-2.85,46.90,  8.81, 96.14, 40.57978,-105.06236, 5927.4, 6
Data,1059.0, 490.95,-2.93,46.80,  9.01, 95.38, 40.57978,-105.06225, 5931.8, 6
Data,1060.0, 490.62,-2.95,46.80,  8.44, 95.80, 40.57977,-105.06215, 5936.4, 6
Data,1061.0, 490.30,-3.00,46.70,  8.77,101.44, 40.57976,-105.06205, 5941.7, 6
Data,1062.0, 490.14,-3.03,46.70,  8.58, 96.56, 40.57974,-105.06195, 5946.1, 6
Data,1063.0, 489.76,-3.11,46.60,  9.27, 99.18, 40.57974,-105.06184, 5950.2, 6
Data,1064.0, 489.48,-3.11,46.60,  9.29, 98.54, 40.57972,-105.06173, 5955.1, 6
Data,1065.0, 489.22,-3.14,46.60,  9.33,101.39, 40.57970,-105.06162, 5959.8, 6
Data,1066.0, 488.98,-3.13,46.70,  9.42,100.70, 40.57969,-105.06152, 5963.5, 6
Data,1067.0, 488.76,-3.15,46.60, 10.11, 99.22, 40.57967,-105.06140, 5967.2, 6
Data,1068.0, 488.52,-3.17,46.60, 10.53,101.10, 40.57966,-105.06128, 5970.6, 6
Data,1069.0, 488.35,-3.17,46.60, 10.52, 99.54, 40.57964,-105.06115, 5975.0, 6
Data,1070.0, 488.07,-3.14,46.60, 10.72,102.86, 40.57962,-105.06103, 5978.6, 6
Data,1071.0, 487.89,-3.12,46.60,  9.93, 96.47, 40.57961,-105.06092, 5981.4, 6
Data,1072.0, 487.67,-3.14,46.60, 10.08, 96.64, 40.57960,-105.06080, 5985.3, 6
Data,1073.0, 487.47,-3.12,46.60, 10.29, 95.10, 40.57959,-105.06068, 5988.6, 6
Data,1074.0, 487.22,-3.11,46.50, 10.59, 94.31, 40.57958,-105.06056, 5992.6, 6
Data,1075.0, 486.97,-3.11,46.50, 10.66, 94.27, 40.57957,-105.06043, 5995.5, 6
Data,1076.0, 486.75,-3.10,46.40, 10.53, 93.27, 40.57956,-105.06030, 5999.4, 6
Data,1077.0, 486.60,-3.11,46.40, 10.56, 97.30, 40.57954,-105.06017, 6003.6, 6
Data,1078.0, 486.35,-3.12,46.30, 10.57, 98.08, 40.57953,-105.06005, 6006.9, 6
Data,1079.0, 486.11,-3.13,46.30, 10.42, 97.14, 40.57952,-105.05993, 6010.4, 6
Data,1080.0, 485.89,-3.13,46.10, 10.27, 99.20, 40.57950,-105.05981, 6014.4, 6
Data,1082.0, 485.52,-3.12,45.80,  9.83,100.58, 40.57946,-105.05958, 6020.9, 6
Data,1083.0, 485.27,-3.13,45.60,  9.90, 99.00, 40.57945,-105.05947, 6023.4, 6
Data,1084.0, 485.06,-3.14,45.40, 10.23, 98.79, 40.57944,-105.05935, 6027.4, 6
Data,1085.0, 484.81,-3.19,45.10, 10.72,100.30, 40.57942,-105.05922, 6031.1, 6
Data,1086.0, 484.59,-3.20,44.80, 10.39, 99.23, 40.57940,-105.05909, 6035.4, 6
Data,1087.0, 484.38,-3.22,44.60, 10.21, 99.96, 40.57938,-105.05897, 6040.0, 6
Data,1088.0, 484.13,-3.25,44.30,  9.66,100.91, 40.57937,-105.05886, 6043.6, 6
Data,1089.0, 483.92,-3.25,44.10,  9.70, 97.71, 40.57935,-105.05874, 6047.2, 6
Data,1090.0, 483.63,-3.25,43.90,  9.41, 97.48, 40.57934,-105.05863, 6050.6, 6
Data,1091.0, 483.41,-3.27,43.80,  9.51,101.81, 40.57933,-105.05852, 6054.2, 6
Data,1092.0, 483.17,-3.29,43.70,  9.07,100.71, 40.57931,-105.05842, 6058.1, 6
Data,1093.0, 482.95,-3.30,43.60,  9.07, 99.40, 40.57930,-105.05831, 6061.8, 6
Data,1094.0, 482.74,-3.29,43.50,  9.71,101.43, 40.57928,-105.05820, 6065.2, 6
Data,1095.0, 482.48,-3.34,43.30,  9.86,102.15, 40.57926,-105.05809, 6068.9, 6
Data,1096.0, 482.21,-3.39,43.00,  9.59, 99.89, 40.57924,-105.05798, 6072.2, 6
Data,1097.0, 481.95,-3.39,43.00,  9.98, 97.75, 40.57923,-105.05786, 6076.0, 6
Data,1098.0, 481.72,-3.46,43.00, 10.41, 99.48, 40.57922,-105.05774, 6080.2, 6
Data,1099.0, 481.48,-3.43,42.70, 10.78,101.57, 40.57920,-105.05762, 6083.7, 6
Data,1100.0, 481.25,-3.46,42.50, 10.16, 97.38, 40.57918,-105.05750, 6087.3, 6
Data,1101.0, 481.05,-3.50,42.30, 10.15, 99.04, 40.57917,-105.05738, 6090.7, 6
Data,1102.0, 480.82,-3.52,42.10, 10.74, 98.23, 40.57916,-105.05726, 6093.4, 6
Data,1103.0, 480.62,-3.54,42.00, 10.88, 98.80, 40.57914,-105.05713, 6096.9, 6
Data,1104.0, 480.35,-3.54,42.10, 10.43,101.97, 40.57912,-105.05701, 6101.6, 6
Data,1105.0, 480.07,-3.55,42.00,  9.89, 96.36, 40.57911,-105.05689, 6105.0, 6
Data,1106.0, 479.90,-3.60,41.70, 10.24, 97.10, 40.57910,-105.05677, 6108.8, 6
Data,1107.0, 479.58,-3.62,41.30, 10.50, 99.69, 40.57908,-105.05664, 6112.3, 6
Data,1108.0, 479.36,-3.61,40.80, 10.51, 99.19, 40.57906,-105.05652, 6116.9, 6
Data,1109.0, 479.10,-3.61,40.30, 10.20, 97.19, 40.57905,-105.05640, 6120.2, 6
Data,1110.0, 478.83,-3.64,39.90, 10.75, 96.69, 40.57904,-105.05628, 6124.1, 6
Data,1112.0, 478.42,-3.63,39.20, 10.99, 98.23, 40.57900,-105.05602, 6132.3, 6
Data,1113.0, 478.11,-3.68,38.90, 10.61, 97.45, 40.57899,-105.05589, 6135.4, 6
Data,1114.0, 477.89,-3.70,38.70, 10.08, 95.71, 40.57898,-105.05577, 6139.7, 6
Data,1115.0, 477.66,-3.68,38.40,  9.93, 97.16, 40.57897,-105.05565, 6144.6, 6
Data,1116.0, 477.37,-3.72,38.20,  9.93, 98.99, 40.57895,-105.05553, 6148.7, 6
Data,1117.0, 477.16,-3.76,38.10,  9.47, 98.92, 40.57894,-105.05542, 6152.9, 6
Data,1118.0, 476.96,-3.73,37.90, 10.30, 98.24, 40.57893,-105.05530, 6156.7, 6
Data,1119.0, 476.65,-3.75,37.80, 10.05,103.52, 40.57891,-105.05518, 6160.8, 6
Data,1120.0, 476.40,-3.78,37.60, 10.45,106.44, 40.57888,-105.05507, 6164.7, 6
Data,1121.0, 476.18,-3.75,37.50, 10.20,105.46, 40.57886,-105.05496, 6168.1, 6
Data,1122.0, 475.99,-3.73,37.30, 10.49,105.06, 40.57883,-105.05484, 6171.5, 6
Data,1123.0, 475.78,-3.71,37.20, 11.07,102.63, 40.57881,-105.05471, 6175.2, 6
Data,1124.0, 475.54,-3.71,37.10, 11.36,102.75, 40.57879,-105.05458, 6178.2, 6
Data,1125.0, 475.29,-3.74,37.00, 10.88,103.80, 40.57876,-105.05445, 6181.9, 6
Data,1126.0, 475.09,-3.76,36.90, 10.46,102.48, 40.57874,-105.05433, 6187.0, 6
Data,1127.0, 474.85,-3.76,36.90, 10.51,104.30, 40.57871,-105.05421, 6190.7, 6
Data,1128.0, 474.67,-3.74,36.80, 10.03,104.83, 40.57869,-105.05409, 6194.7, 6
Data,1129.0, 474.43,-3.75,36.80, 10.04,104.65, 40.57867,-105.05398, 6197.7, 6
Data,1130.0, 474.16,-3.75,36.80, 10.72,103.30, 40.57865,-105.05386, 6201.3, 6
Data,1131.0, 474.00,-3.76,36.70, 11.06,104.78, 40.57862,-105.05374, 6205.3, 6
Data,1132.0, 473.74,-3.76,36.50, 11.29,109.79, 40.57859,-105.05361, 6208.7, 6
Data,1133.0, 473.57,-3.73,36.30, 11.19,108.03, 40.57856,-105.05348, 6212.6, 6
Data,1134.0, 473.31,-3.72,35.90, 11.18,107.21, 40.57853,-105.05336, 6215.5, 6
Data,1135.0, 473.08,-3.70,35.50, 10.76,105.44, 40.57850,-105.05324, 6218.9, 6
Data,1136.0, 472.83,-3.71,35.10, 10.65,105.25, 40.57848,-105.05312, 6222.3, 6
Data,1137.0, 472.63,-3.74,34.80, 10.49,103.08, 40.57845,-105.05299, 6226.4, 6
Data,1138.0, 472.39,-3.77,34.40, 11.27,104.70, 40.57843,-105.05286, 6229.7, 6
Data,1139.0, 472.15,-3.77,34.00, 11.00,105.72, 40.57840,-105.05274, 6233.6, 6
Data,1140.0, 471.89,-3.82,33.60, 10.99,109.45, 40.57837,-105.05262, 6237.4, 6
Data,1141.0, 471.63,-3.81,33.10, 10.58,107.07, 40.57835,-105.05250, 6240.4, 6
Data,1142.0, 471.44,-3.83,32.70, 10.69,103.27, 40.57832,-105.05238, 6244.0, 6
Data,1143.0, 471.20,-3.84,32.30, 10.99,107.92, 40.57829,-105.05225, 6247.8, 6
Data,1144.0, 471.04,-3.85,31.90, 10.48,106.00, 40.57827,-105.05213, 6251.7, 6
Data,1145.0, 470.77,-3.87,31.60, 10.47,102.73, 40.57825,-105.05201, 6254.9, 6
Data,1146.0, 470.54,-3.88,31.20, 11.00,101.87, 40.57823,-105.05188, 6258.7, 6
Data,1147.0, 470.31,-3.88,30.90, 10.90,105.76, 40.57820,-105.05176, 6262.5, 6
Data,1148.0, 470.06,-3.89,30.50, 10.60,104.39, 40.57818,-105.05164, 6265.7, 6
Data,1150.0, 469.59,-3.91,29.80, 10.94,106.43, 40.57813,-105.05139, 6272.5, 6
Data,1151.0, 469.39,-3.93,29.50, 10.64,106.02, 40.57811,-105.05127, 6276.6, 6
Data,1152.0, 469.15,-3.91,29.20, 11.23,105.64, 40.57808,-105.05115, 6279.5, 6
Data,1153.0, 468.96,-3.98,29.00, 10.72,106.10, 40.57805,-105.05102, 6283.6, 6
Data,1154.0, 468.71,-3.93,28.70, 10.64,108.01, 40.57802,-105.05090, 6286.7, 6
Data,1155.0, 468.51,-3.97,28.40, 11.15,107.72, 40.57799,-105.05077, 6290.3, 6
Data,1156.0, 468.27,-4.00,28.10, 11.20,108.60, 40.57796,-105.05065, 6294.2, 6
Data,1157.0, 468.00,-3.97,27.90, 11.08,108.13, 40.57793,-105.05052, 6297.7, 6
Data,1158.0, 467.77,-4.01,27.60, 11.45,107.22, 40.57790,-105.05039, 6301.6, 6
Data,1159.0, 467.57,-4.05,27.40, 11.29,109.12, 40.57786,-105.05027, 6305.6, 6
Data,1160.0, 467.38,-4.04,27.10, 11.00,105.83, 40.57784,-105.05014, 6309.1, 6
Data,1161.0, 467.15,-4.03,26.80, 10.80,104.75, 40.57781,-105.05001, 6313.9, 6
Data,1162.0, 466.90,-4.09,26.60, 11.06,105.38, 40.57778,-105.04989, 6317.3, 6
Data,1164.0, 466.49,-4.15,25.90, 11.76,107.36, 40.57773,-105.04963, 6324.8, 6
Data,1165.0, 466.25,-4.18,25.60, 10.83,105.29, 40.57770,-105.04951, 6328.0, 6
Data,1166.0, 466.07,-4.17,25.40, 11.17,104.30, 40.57768,-105.04938, 6330.9, 6
Data,1167.0, 465.78,-4.15,25.10, 11.21,105.30, 40.57765,-105.04925, 6335.0, 6
Data,1168.0, 465.57,-4.18,24.90, 11.24,107.42, 40.57762,-105.04913, 6339.4, 6
Data,1169.0, 465.34,-4.19,24.70, 11.21,107.14, 40.57759,-105.04900, 6343.1, 6
Data,1171.0, 464.89,-4.20,24.30, 10.86,108.41, 40.57753,-105.04875, 6350.9, 6
Data,1172.0, 464.65,-4.21,24.10, 11.14,106.97, 40.57750,-105.04862, 6354.9, 6
Data,1173.0, 464.40,-4.24,23.90, 10.82,106.96, 40.57747,-105.04850, 6358.3, 6
Data,1174.0, 464.13,-4.29,23.80, 11.15,105.21, 40.57744,-105.04838, 6362.1, 6
Data,1175.0, 463.93,-4.30,23.70, 11.34,106.51, 40.57740,-105.04824, 6367.0, 6
Data,1176.0, 463.65,-4.35,23.60, 10.59,105.59, 40.57738,-105.04812, 6370.5, 6
Data,1177.0, 463.45,-4.34,23.40, 11.10,105.51, 40.57736,-105.04800, 6374.4, 6
Data,1178.0, 463.25,-4.36,23.30, 10.95,105.85, 40.57732,-105.04787, 6379.3, 6
Data,1179.0, 463.02,-4.40,23.20, 10.67,104.62, 40.57730,-105.04774, 6382.9, 6
Data,1180.0, 462.76,-4.43,23.20, 11.40,104.41, 40.57727,-105.04762, 6386.5, 6
Data,1181.0, 462.55,-4.42,23.10, 11.25,105.09, 40.57725,-105.04749, 6390.2, 6
Data,1182.0, 462.30,-4.48,23.10, 10.98,104.12, 40.57722,-105.04736, 6393.9, 6
Data,1183.0, 462.13,-4.50,23.00, 11.50,105.26, 40.57719,-105.04723, 6398.1, 6
Data,1184.0, 461.87,-4.51,22.90, 11.22,106.63, 40.57716,-105.04710, 6401.7, 6
Data,1185.0, 461.64,-4.55,22.90, 11.28,103.01, 40.57714,-105.04697, 6405.4, 6
Data,1186.0, 461.39,-4.57,22.80, 11.26,104.74, 40.57711,-105.04684, 6409.3, 6
Data,1187.0, 461.17,-4.59,22.80, 11.12,103.89, 40.57709,-105.04672, 6412.7, 6
Data,1188.0, 460.94,-4.60,22.80, 11.34,103.06, 40.57707,-105.04658, 6417.1, 6
Data,1189.0, 460.74,-4.62,22.80, 11.27,103.65, 40.57704,-105.04646, 6421.2, 6
Data,1190.0, 460.53,-4.65,22.90, 11.31,102.56, 40.57702,-105.04632, 6424.8, 6
Data,1192.0, 460.12,-4.75,23.10, 10.83,103.83, 40.57697,-105.04607, 6431.7, 6
Data,1193.0, 459.89,-4.71,23.20, 11.35,101.96, 40.57695,-105.04593, 6435.4, 6
Data,1194.0, 459.67,-4.75,23.60, 10.68,103.98, 40.57693,-105.04581, 6438.8, 6
Data,1195.0, 459.42,-4.74,23.80, 10.78,102.24, 40.57690,-105.04568, 6442.2, 6
Data,1196.0, 459.14,-4.75,24.10, 10.82,103.22, 40.57688,-105.04556, 6445.8, 6
Data,1198.0, 458.72,-4.81,24.40, 11.44,104.03, 40.57684,-105.04530, 6453.6, 6
Data,1199.0, 458.50,-4.83,24.60, 10.84,103.89, 40.57681,-105.04518, 6456.6, 6
Data,1200.0, 458.33,-4.85,24.70, 11.24,102.32, 40.57679,-105.04506, 6460.0, 6
Data,1201.0, 458.03,-4.88,24.80, 11.37,105.48, 40.57676,-105.04493, 6463.6, 6
Data,1202.0, 457.80,-4.91,24.90, 11.65,102.74, 40.57674,-105.04480, 6467.3, 6
Data,1203.0, 457.58,-4.94,24.90, 11.95,104.50, 40.57671,-105.04466, 6471.1, 6
Data,1204.0, 457.37,-4.97,25.00, 11.51,103.54, 40.57669,-105.04452, 6474.9, 6
Data,1205.0, 457.20,-4.96,25.10, 12.39,102.20, 40.57666,-105.04439, 6478.0, 6
Data,1206.0, 456.94,-4.97,25.20, 11.85,100.98, 40.57664,-105.04425, 6481.0, 6
Data,1207.0, 456.71,-5.02,25.30, 11.99, 97.43, 40.57663,-105.04411, 6484.7, 6
Data,1208.0, 456.50,-5.01,25.40, 12.44,100.82, 40.57661,-105.04396, 6488.1, 6
Data,1209.0, 456.25,-5.00,25.40, 12.24,100.57, 40.57659,-105.04382, 6491.5, 6
Data,1210.0, 455.92,-5.05,25.50, 12.08, 98.94, 40.57657,-105.04368, 6495.0, 6
Data,1211.0, 455.61,-5.12,25.50, 12.01, 99.68, 40.57655,-105.04354, 6500.4, 6
Data,1212.0, 455.32,-5.20,25.50, 12.41,103.00, 40.57653,-105.04339, 6505.7, 6
Data,1213.0, 455.06,-5.22,25.60, 11.63,102.11, 40.57650,-105.04326, 6510.1, 6
Data,1214.0, 454.85,-5.34,25.60, 11.12,100.69, 40.57649,-105.04313, 6514.2, 6
Data,1215.0, 454.59,-5.32,25.60, 10.94,102.24, 40.57647,-105.04300, 6518.9, 6
Data,1216.0, 454.33,-5.35,25.70, 11.33,107.00, 40.57644,-105.04286, 6523.5, 6
Data,1217.0, 454.07,-5.44,25.80, 11.96,105.90, 40.57640,-105.04273, 6528.1, 6
Data,1218.0, 453.85,-5.44,25.90, 11.92,102.59, 40.57638,-105.04259, 6532.5, 6
Data,1219.0, 453.65,-5.47,26.00, 11.94,101.82, 40.57636,-105.04245, 6536.6, 6
Data,1220.0, 453.44,-5.52,26.10, 11.83,104.55, 40.57633,-105.04231, 6540.6, 6
Data,1221.0, 453.10,-5.56,26.40, 11.57,106.54, 40.57630,-105.04218, 6544.5, 6
Data,1222.0, 452.80,-5.65,26.70, 10.87,102.33, 40.57628,-105.04205, 6549.0, 6
Data,1223.0, 452.63,-5.64,27.00, 11.31, 99.09, 40.57626,-105.04192, 6554.3, 6
Data,1224.0, 452.28,-5.68,27.40, 10.51,102.73, 40.57624,-105.04179, 6558.7, 6
Data,1225.0, 452.01,-5.72,27.70,  9.61,104.49, 40.57622,-105.04168, 6562.8, 6
Data,1226.0, 451.69,-5.76,28.00,  9.94,104.08, 40.57620,-105.04156, 6567.4, 6
Data,1227.0, 451.48,-5.80,28.30, 10.43,104.15, 40.57617,-105.04145, 6572.5, 6
Data,1228.0, 451.19,-5.80,28.60, 10.65,103.86, 40.57615,-105.04132, 6577.1, 5
Data,1229.0, 450.90,-5.89,28.90, 10.26,102.71, 40.57613,-105.04120, 6581.7, 6
Data,1230.0, 450.63,-5.94,29.20,  9.75,102.15, 40.57610,-105.04108, 6587.8, 6
Data,1231.0, 450.35,-5.98,29.70,  9.75,102.46, 40.57608,-105.04096, 6593.1, 6
Data,1233.0, 449.78,-6.06,30.80,  9.25,100.17, 40.57605,-105.04075, 6602.4, 6
Data,1234.0, 449.52,-6.12,31.30,  9.15, 95.66, 40.57604,-105.04064, 6607.1, 6
Data,1235.0, 449.26,-6.13,31.70,  8.50, 93.32, 40.57604,-105.04054, 6611.6, 6
Data,1236.0, 448.85,-6.21,32.20,  8.48, 93.50, 40.57603,-105.04044, 6616.3, 6
Data,1237.0, 448.56,-6.27,32.80,  8.52, 98.15, 40.57603,-105.04033, 6622.0, 6
Data,1238.0, 448.33,-6.33,33.30,  9.32,100.84, 40.57602,-105.04023, 6627.1, 6
Data,1239.0, 448.11,-6.36,33.80,  9.41,100.35, 40.57600,-105.04012, 6631.4, 6
Data,1240.0, 447.90,-6.38,34.20,  8.74, 94.65, 40.57599,-105.04002, 6635.0, 6
Data,1241.0, 447.76,-6.38,34.60,  7.62, 93.74, 40.57598,-105.03992, 6639.5, 6
Data,1242.0, 447.50,-6.38,35.00,  7.33, 92.50, 40.57598,-105.03983, 6642.2, 6
Data,1243.0, 447.30,-6.37,35.40,  7.60, 88.99, 40.57598,-105.03974, 6645.6, 6
Data,1244.0, 447.07,-6.38,35.80,  8.09, 92.45, 40.57598,-105.03964, 6650.2, 6
Data,1245.0, 446.83,-6.36,36.10,  8.24, 93.37, 40.57597,-105.03954, 6654.2, 6
Data,1246.0, 446.62,-6.38,36.40,  8.30, 95.12, 40.57597,-105.03944, 6659.5, 6
Data,1247.0, 446.37,-6.40,36.70,  8.96, 93.99, 40.57596,-105.03934, 6663.2, 6
Data,1248.0, 446.18,-6.42,36.90,  9.13, 97.29, 40.57595,-105.03923, 6668.2, 6
Data,1249.0, 445.93,-6.49,37.10,  8.75, 97.62, 40.57594,-105.03912, 6673.5, 6
Data,1250.0, 445.70,-6.50,37.40,  9.16, 95.31, 40.57593,-105.03902, 6678.0, 6
Data,1251.0, 445.54,-6.49,37.60,  9.01, 93.04, 40.57593,-105.03891, 6683.0, 6
Data,1252.0, 445.19,-6.51,37.90,  8.65, 96.75, 40.57592,-105.03881, 6686.6, 6
Data,1253.0, 444.92,-6.54,38.00,  8.22, 91.77, 40.57592,-105.03872, 6690.8, 6
Data,1254.0, 444.69,-6.58,38.40,  8.06, 92.05, 40.57592,-105.03863, 6693.8, 6
Data,1255.0, 444.54,-6.59,38.60,  7.62, 89.47, 40.57592,-105.03854, 6696.9, 6
Data,1256.0, 444.25,-6.63,38.90,  7.72, 89.03, 40.57592,-105.03845, 6700.0, 6
Data,1257.0, 444.06,-6.63,39.20,  7.88, 86.63, 40.57593,-105.03836, 6704.3, 6
Data,1258.0, 443.79,-6.65,39.50,  8.51, 92.64, 40.57593,-105.03826, 6708.1, 6
Data,1260.0, 443.30,-6.74,40.00,  7.98, 96.00, 40.57592,-105.03807, 6718.1, 6
Data,1261.0, 443.09,-6.73,40.30,  7.84, 87.99, 40.57592,-105.03798, 6721.3, 6
Data,1262.0, 442.86,-6.78,40.50,  8.10, 86.71, 40.57593,-105.03788, 6725.7, 6
Data,1263.0, 442.59,-6.81,40.70,  8.10, 87.00, 40.57594,-105.03778, 6729.6, 6
Data,1264.0, 442.38,-6.80,40.80,  7.99, 88.61, 40.57594,-105.03769, 6734.0, 6
Data,1265.0, 442.13,-6.83,41.00,  7.85, 92.55, 40.57594,-105.03760, 6737.6, 6
Data,1266.0, 441.87,-6.81,41.20,  7.32, 84.70, 40.57594,-105.03751, 6741.4, 6
Data,1267.0, 441.63,-6.82,41.30,  7.17, 83.62, 40.57595,-105.03742, 6745.5, 6
Data,1268.0, 441.40,-6.82,41.50,  7.96, 85.47, 40.57596,-105.03734, 6748.8, 6
Data,1270.0, 440.95,-6.85,41.70,  7.40, 90.51, 40.57596,-105.03715, 6758.1, 6
Data,1271.0, 440.68,-6.86,41.80,  7.15, 84.15, 40.57596,-105.03707, 6761.8, 6
Data,1272.0, 440.48,-6.88,41.90,  7.79, 84.42, 40.57597,-105.03698, 6765.9, 6
Data,1273.0, 440.21,-6.89,41.90,  7.92, 83.91, 40.57598,-105.03689, 6769.5, 6
Data,1274.0, 440.01,-6.90,42.00,  8.29, 89.07, 40.57598,-105.03679, 6773.7, 6
Data,1275.0, 439.77,-6.95,42.10,  8.22, 92.37, 40.57598,-105.03670, 6777.2, 6
Data,1276.0, 439.52,-6.97,42.20,  7.33, 84.25, 40.57599,-105.03661, 6781.7, 6
Data,1277.0, 439.27,-7.00,42.20,  7.98, 82.70, 40.57600,-105.03652, 6786.1, 6
Data,1278.0, 439.07,-6.98,42.30,  7.95, 84.55, 40.57600,-105.03642, 6790.4, 6
Data,1279.0, 438.84,-7.01,42.30,  7.60, 83.45, 40.57601,-105.03633, 6794.3, 6
Data,1280.0, 438.55,-7.01,42.40,  7.27, 80.45, 40.57602,-105.03625, 6797.9, 6
